model,corpus,topic_id,rank,document_id,title,distance_to_centroid
BERTopic-METADATA-MULTILINGUAL,metadata,2,2,doi:10.46652/religacionpress.192.c314,"La innovación educativa desde la gestión escolar: retos, saberes y desafíos",0.168357
BERTopic-METADATA-MULTILINGUAL,metadata,2,3,doi:10.56712/latam.v4i2.1035,Nueva Lógica. Nueve cuantificadores lógicos y su valor de verdad,0.216568
BERTopic-METADATA-MULTILINGUAL,metadata,2,4,doi:10.26620/uniminuto.perspectivas.7.22.2022.146-156,Investigación en la gestión de la educación: sus aportes en la solución de problemas dentro del centro escolar,0.233009
BERTopic-METADATA-MULTILINGUAL,metadata,2,5,doi:10.33386/593dp.2022.1-1.1010,gestión educativa que impulsa a los neobachilleres para enfrentar los retos de la sociedad,0.258703
BERTopic-METADATA-MULTILINGUAL,metadata,2,6,doi:10.5281/zenodo.4020730,Pensamiento epistémico moderno y la producción de conocimiento escolar,0.27927
BERTopic-METADATA-MULTILINGUAL,metadata,2,7,doi:10.51528/rp.vol9.id2314,"Gerencia educativa: Dimensión social, transformaciones, retos y desafíos",0.283442
BERTopic-METADATA-MULTILINGUAL,metadata,2,8,doi:10.29105/vtga7.2-61,"La responsabilidad social universitaria, un reto para la gestión educativa",0.290285
BERTopic-METADATA-MULTILINGUAL,metadata,2,9,record:9c3e690adc5c001da8177e90,Modelo de gestión con ciclo Deming para promover la práctica reflexiva en el trabajo colegiado de una institución educativa de Lambayeque,0.306071
BERTopic-METADATA-MULTILINGUAL,metadata,2,10,doi:10.5281/zenodo.8169904,"LA EVALUACIÓN, UN FOCO DE MEJORAMIENTO",0.313027
BERTopic-METADATA-MULTILINGUAL,metadata,3,1,doi:10.37811/cl_rcm.v8i6.15127,La inteligencia emocional y su impacto en el aprendizaje,0.03584
BERTopic-METADATA-MULTILINGUAL,metadata,3,2,doi:10.1155/2022/7774185,[Retracted] The Development and Management Work Innovation of University Students by Artificial Intelligence and Deep Learning in the Wireless Network Era,0.036353
BERTopic-METADATA-MULTILINGUAL,metadata,3,3,doi:10.62465/rti.v2n2.2023.34,Ventajas y desventajas del uso de las Herramientas de Inteligencia artificial en la educación,0.039902
BERTopic-METADATA-MULTILINGUAL,metadata,3,4,doi:10.33262/exploradordigital.v8i3.3106,Evaluación estadística con SPSS y Python del impacto integral generado por la asistencia de inteligencia artificial en docentes ecuatorianos,0.042441
BERTopic-METADATA-MULTILINGUAL,metadata,3,5,doi:10.37260/repe.v8n16.4,"Inteligencia artificial y Ciencias Sociales en secundaria, y su relevancia en el sistema educativo boliviano",0.047666
BERTopic-METADATA-MULTILINGUAL,metadata,3,6,doi:10.1155/2020/6613896,Dynamic Knowledge Inference Based on Bayesian Network Learning,0.050303
BERTopic-METADATA-MULTILINGUAL,metadata,3,7,doi:10.61728/ae24001212,Prólogo,0.05245
BERTopic-METADATA-MULTILINGUAL,metadata,3,8,doi:10.37811/cl_rcm.v8i5.13723,Los Retos de la Inteligencia Artificial (IA) en la Educación de México,0.058399
BERTopic-METADATA-MULTILINGUAL,metadata,3,9,doi:10.20453/spirat.v3ine1.5525,Repensar la educación en la era de la IA: desafíos y oportunidades para la enseñanza y el aprendizaje,0.059348
BERTopic-METADATA-MULTILINGUAL,metadata,3,10,doi:10.55813/gaea/ccri/v5/n2/538,Aplicación de la gestión educativa con inteligencia artificial en la enseñanza en educación superior y las ciencias sociales,0.060793
BERTopic-METADATA-MULTILINGUAL,metadata,4,1,doi:10.22460/empowerment.v9i2p190-195.1673,ISLAMIC BOARDING SCHOOL MANAGEMENT IN IMPROVING STUDENT QUALITY (Case Study in the Boarding School of Tahfidzul Qur'an Mifahul Huda Karawang ),0.05703
BERTopic-METADATA-MULTILINGUAL,metadata,4,2,doi:10.14421/jpi.2019.82.239-258,Revitalization of Islamic Boarding School Management to Foster the Spirit of Islamic Moderation in Indonesia,0.057984
BERTopic-METADATA-MULTILINGUAL,metadata,4,3,doi:10.31538/ndh.v7i1.2237,Strategic Management of Islamic Boarding School In Building Student Character,0.06028
BERTopic-METADATA-MULTILINGUAL,metadata,4,4,doi:10.21009/jisae.071.04,REALIZING THE PURPOSE OF ISLAMIC EDUCATION THROUGH BOARDING SCHOOL MANAGEMENT,0.061847
BERTopic-METADATA-MULTILINGUAL,metadata,4,5,doi:10.18844/cjes.v16i5.6331,"Implementation of community-based education management: A case study of Islamic boarding schools in Bengkulu City, Indonesia",0.062992
BERTopic-METADATA-MULTILINGUAL,metadata,4,6,doi:10.14421/jpai.v21i1.8632,Transformation of Boarding School Management Models in Enhancing Student Accessibility and Educational Quality,0.064464
BERTopic-METADATA-MULTILINGUAL,metadata,4,7,doi:10.54298/ijith.v2i2.130,Islamic Boarding School Management System In Increasing The Competitiveness Of Islamic Boarding Schools In Jambi Province,0.065822
BERTopic-METADATA-MULTILINGUAL,metadata,4,8,doi:10.51574/ijrer.v3i1.1340,The Embodiment of Islamic Boarding School-Based School Management in Improving The Quality of Graduates,0.066434
BERTopic-METADATA-MULTILINGUAL,metadata,4,9,doi:10.14689/ejer.2021.96.4,Investigating The Role of Religious Leadership at Indonesia’s Islamic Boarding Schools in The Sustainability of School Management,0.067028
BERTopic-METADATA-MULTILINGUAL,metadata,4,10,doi:10.15548/jt.v28i2.666,The Adiwiyata Islamic Boarding School Management (A Study of Participatory Leadership Style),0.069593
BERTopic-METADATA-MULTILINGUAL,metadata,5,1,doi:10.54097/fbem.v3i3.298,Influencing Factors and Intervention Strategies of Teachers' Work Engagement in Primary and Secondary Schools,0.064195
BERTopic-METADATA-MULTILINGUAL,metadata,5,2,doi:10.55942/jebl.v5i4.855,"Teacher competence, school management, and organizational culture as joint drivers of teacher productivity: Evidence from SMA Negeri 66 Jakarta",0.121164
BERTopic-METADATA-MULTILINGUAL,metadata,5,3,doi:10.31538/adrg.v5i1.1824,"Optimizing School Management: The Role of Managerial Skills, Organizational Climate, and Work Motivation",0.129294
BERTopic-METADATA-MULTILINGUAL,metadata,5,4,doi:10.51276/edu.v4i2.380,The Effect of Direct Compensation and Work Motivation on Teacher Productivity at Private Senior High School in Jakarta,0.14013
BERTopic-METADATA-MULTILINGUAL,metadata,5,5,doi:10.30543/10-2(2021)-4,Role of the School Management for the Improvement of Teachers Satisfaction during the Conduction of Performance Appraisal System,0.170044
BERTopic-METADATA-MULTILINGUAL,metadata,5,6,doi:10.24297/jssr.v15i.8604,THE SUPPORTIVE ROLE OF SCHOOL MANAGEMENT ON THE WORK SATISFACTION OF MALE TEACHERS IN A SOUTH AFRICAN SCHOOL DISTRICT,0.176762
BERTopic-METADATA-MULTILINGUAL,metadata,5,7,doi:10.12928/ijemi.v3i3.6056,"School Management Effectiveness: The Analysis Of Organizational Culture, Leadership Style, Work Environment, And Satisfaction",0.192427
BERTopic-METADATA-MULTILINGUAL,metadata,5,8,doi:10.46827/ejes.v12i5.5937,PRINCIPALS’ SCHOOL MANAGEMENT STYLES AND MOTIVATIONS OF TEACHERS TOWARD SCHOOL PERFORMANCE,0.199982
BERTopic-METADATA-MULTILINGUAL,metadata,5,9,doi:10.23918/ijsses.v9i4p24,Impact of School Management Teams on Educator Job Satisfaction,0.20369
BERTopic-METADATA-MULTILINGUAL,metadata,5,10,doi:10.1080/02680939.2023.2189753,Inequitable teacher turnover and performance-based appraisal: a global trend?,0.225042
BERTopic-METADATA-MULTILINGUAL,metadata,6,1,doi:10.48102/rlee.2022.52.3.518,Gestión educativa y colectivos escolares durante la pandemia de la Covid-19,0.036421
BERTopic-METADATA-MULTILINGUAL,metadata,6,2,doi:10.22230/ijepl.2021v17n10a1139,The Need of the Virtual Principal Amid the Pandemic,0.039869
BERTopic-METADATA-MULTILINGUAL,metadata,6,3,doi:10.29086/2519-5476/2021/v28n1a13,The Perceptions and Experiences of School Management Teams and Teachers regarding Continuing Professional Development of Teachers in Digital Literacy amidst the COVID-19 Pandemic,0.041913
BERTopic-METADATA-MULTILINGUAL,metadata,6,4,doi:10.1016/j.tate.2022.103815,Providing emergency remote teaching: What are teachers’ needs and what could have helped them to deal with the impact of the COVID-19 pandemic?,0.04367
BERTopic-METADATA-MULTILINGUAL,metadata,6,5,doi:10.3389/feduc.2022.958908,Supporting a statewide policy consideration: Virtual advancing educational leadership training during COVID-19,0.046888
BERTopic-METADATA-MULTILINGUAL,metadata,6,6,record:da6aa91f299ea15764bced3c,Estrés en profesores argentinos de educación secundaria durante la pandemia por Covid-19,0.048813
BERTopic-METADATA-MULTILINGUAL,metadata,6,7,doi:10.4018/978-1-7998-7168-2.ch010,School Management Teams' Strategies to Enhance Curriculum Delivery in the Era of the COVID-19 Pandemic,0.051996
BERTopic-METADATA-MULTILINGUAL,metadata,6,8,record:6e67ec1a91ab817a610813c5,School Leadership as (Un)usual : Insights from Principals in Sweden during a Pandemic,0.052812
BERTopic-METADATA-MULTILINGUAL,metadata,6,9,doi:10.1177/14782103221135620,K-12 school leadership perspectives from the COVID-19 pandemic,0.056025
BERTopic-METADATA-MULTILINGUAL,metadata,6,10,doi:10.1177/08920206211037738,Leading schools through the COVID-19 crisis in a South-East Asian country,0.057058
BERTopic-METADATA-MULTILINGUAL,metadata,7,1,doi:10.22201/iisue.24486167e.2020.168.59153,"Posibilidades, limitaciones y demandas de los centros educativos del medio rural en el norte y sur de España contemplados desde la dirección escolar",0.102142
BERTopic-METADATA-MULTILINGUAL,metadata,7,2,doi:10.33996/revistahorizontes.v6i23.342,La utopía de la escuela rural en Lambayeque desde la Chakana pregunta y la covid-19,0.128899
BERTopic-METADATA-MULTILINGUAL,metadata,7,3,doi:10.23857/pc.v5i9.1746,Gestión escolar y calidad educativa en el contexto rural. Un reto en tiempos de COVID-19,0.130064
BERTopic-METADATA-MULTILINGUAL,metadata,7,4,doi:10.14507/epaa.30.6660,Políticas implementadas en escuelas rurales: Análisis bibliométrico internacional (2001-2020),0.142234
BERTopic-METADATA-MULTILINGUAL,metadata,7,5,record:04832233edd96abdbd6ad792,"Proyecto de dirección para un centro educativo de educación primaria en Santa Cruz la Laguna, Sololá, Guatemala",0.155935
BERTopic-METADATA-MULTILINGUAL,metadata,7,6,doi:10.56219/dialctica.v1i25.3894,RECONOCIMIENTO Y RESPALDO A LAS COMUNIDADES RURALES EN LA GESTIÓN EDUCATIVA: UN IMPERATIVO PARA LAS POLÍTICAS EDUCATIVAS CONTEMPORÁNEAS,0.169065
BERTopic-METADATA-MULTILINGUAL,metadata,7,7,doi:10.19136/pd.a30n71.3341,La gestión educativa para incorporar TIC en bachilleratos rurales indígenas de Oaxaca,0.170052
BERTopic-METADATA-MULTILINGUAL,metadata,7,8,doi:10.26620/uniminuto.praxis.25.39.2025.109-127,La función directiva en la escuela rural. Una mirada desde el Estado de Chiapas,0.18093
BERTopic-METADATA-MULTILINGUAL,metadata,7,9,doi:10.31637/epsir-2024-1412,Traslados escolares y aspiraciones de jóvenes en territorios rurales mexicanos,0.184984
BERTopic-METADATA-MULTILINGUAL,metadata,7,10,doi:10.24054/cie.v2i19.3248,La Educación para la Convivencia Armónica en la Escuela Ecuatoriana,0.189268
BERTopic-METADATA-MULTILINGUAL,metadata,8,1,doi:10.14507/epaa.28.4147,Políticas y prácticas en la formación de directivos escolares en Argentina. Tensiones discursivas y experienciales,0.134159
BERTopic-METADATA-MULTILINGUAL,metadata,8,2,record:8baa513c56c7ac3f24e24690,"La construcción de identidades político-profesionales en la Dirección General de Cultura y Educación de la Provincia de Buenos Aires: Perfiles, trayectorias y discursos de la gestión educativa de la Alianza Cambiemos",0.142022
BERTopic-METADATA-MULTILINGUAL,metadata,8,3,record:16d9b3efa12617033eb66a17,Tendencias nacionales y subnacionales en la reforma del gobierno escolar: Argentina y Brasil 1990-2010,0.145923
BERTopic-METADATA-MULTILINGUAL,metadata,8,4,record:1606c867ead29fb366a9dc47,"Filantropía empresarial, Estado y formación de directivos de escuelas secundarias en Argentina: Estudio de caso sobre la Fundación Córdoba Mejora",0.154503
BERTopic-METADATA-MULTILINGUAL,metadata,8,5,doi:10.22529/dp.2021.19(38)11,La dirección escolar en la normativa vigente de la provincia de Córdoba,0.165382
BERTopic-METADATA-MULTILINGUAL,metadata,8,6,record:88ae1ebeb6101c043b538517,Participación y gestión escolar en Argentina y Brasil: Una comparación de políticas subnacionales,0.168396
BERTopic-METADATA-MULTILINGUAL,metadata,8,7,doi:10.32541/recie.2020.v4i1.pp20-33,Régimen Académico y Educación Secundaria: Procesos de recontextualización y tensiones en la gestión y culturas escolares,0.192978
BERTopic-METADATA-MULTILINGUAL,metadata,8,8,doi:10.30972/riie.16228044,"La gestión educativa de la escuela secundaria: aportes desde la perspectiva de directivos de la provincia de Buenos Aires, entre 2010 y 2020",0.193508
BERTopic-METADATA-MULTILINGUAL,metadata,8,9,doi:10.37177/unicen/eb33-372,Definiciones normativas de las prácticas de dirección escolar en el nivel secundario en la Provincia de Córdoba: los cambios dispuestos en las políticas federales y jurisdiccionales,0.201219
BERTopic-METADATA-MULTILINGUAL,metadata,8,10,record:90ee6c28f86d81f38a0917c9,"El trabajo de dirigir: apuntes conceptuales sobre la dirección escolar en Argentina, 2001- 2020",0.211017
BERTopic-METADATA-MULTILINGUAL,metadata,9,1,doi:10.31619/caledu.n56.1189,Un liderazgo de doble filo: directoras en establecimientos de educación inicial,0.088922
BERTopic-METADATA-MULTILINGUAL,metadata,9,2,doi:10.1007/s41463-024-00181-z,The Development of a New Model of Educational Leadership: Leadership for Teacher Flourishing,0.10568
BERTopic-METADATA-MULTILINGUAL,metadata,9,3,doi:10.17583/ijelm.9597,La autopercepción del liderazgo docente,0.11803
BERTopic-METADATA-MULTILINGUAL,metadata,9,4,doi:10.35723/ajie.v7i2.402,Optimizing Educational Leadership: Building Sustainable Education in the 5.0 Era,0.128464
BERTopic-METADATA-MULTILINGUAL,metadata,9,5,doi:10.2478/atd-2020-0022,"Differences and Similarities between Coaching, Instructional and Educational Leadership Styles",0.13024
BERTopic-METADATA-MULTILINGUAL,metadata,9,6,record:f02e47a2d8edffa9f995309f,What might educational leadership mean in 21st century,0.132421
BERTopic-METADATA-MULTILINGUAL,metadata,9,7,doi:10.6007/ijarbss/v11-i2/9188,“Followership” - The Missing Puzzle in Educational Leadership Research,0.13245
BERTopic-METADATA-MULTILINGUAL,metadata,9,8,doi:10.4018/978-1-7998-7760-8.ch009,Educational Leadership,0.144205
BERTopic-METADATA-MULTILINGUAL,metadata,9,9,doi:10.7275/11192304,Educational leadership : a field test of Hersey and Blanchard's situational leadership theory.,0.144845
BERTopic-METADATA-MULTILINGUAL,metadata,9,10,record:04d342f6dff2139304c952c6,'Leading beautifully': A phoenix arises in new research in educational leadership,0.144883
BERTopic-METADATA-MULTILINGUAL,metadata,10,1,doi:10.18861/cied.2025.16.2.4137,Liderazgo directivo y género en el sistema escolar,0.015172
BERTopic-METADATA-MULTILINGUAL,metadata,10,2,doi:10.1177/08920206211021845,Navigating gender stereotypes as educational leaders: An ecological approach,0.027302
BERTopic-METADATA-MULTILINGUAL,metadata,10,3,doi:10.1108/gm-07-2024-0395,Gender stereotypes of feminine and masculine school management and leadership: examination of traits and behaviours,0.040064
BERTopic-METADATA-MULTILINGUAL,metadata,10,4,doi:10.15388/actpaed.45.7,Women in Lithuanian School Management: An Ethnographic Perspective,0.04041
BERTopic-METADATA-MULTILINGUAL,metadata,10,5,record:5a879ea9600bfda9bcb7bc05,La construcción de liderazgo de directoras escolares: las múltiples identidades desde el género,0.042536
BERTopic-METADATA-MULTILINGUAL,metadata,10,6,doi:10.1016/j.jebo.2024.04.010,Female representation in school management and school quality,0.06128
BERTopic-METADATA-MULTILINGUAL,metadata,10,7,doi:10.1108/jea-01-2025-0004,"Navigating the glass ceiling, gender equity and overcoming barriers in rural PK-12 educational leadership",0.061585
BERTopic-METADATA-MULTILINGUAL,metadata,10,8,doi:10.35537/10915/164447,"Entre techos de cristal y contradicciones en la gestión educativa democrática: un estudio sobre la feminización de la educación y la ocupación de los espacios de conducción en las escuelas (Taguatinga, Distrito Federal, Brasil, 2016-2020)",0.062425
BERTopic-METADATA-MULTILINGUAL,metadata,10,9,doi:10.14527/kuey.2020.004,Being a Woman School Principal in Turkey,0.062747
BERTopic-METADATA-MULTILINGUAL,metadata,10,10,doi:10.1177/17411432221142150,"Systematic review of research on women and educational leadership in Mainland China, Hong Kong and Taiwan",0.062748
BERTopic-METADATA-MULTILINGUAL,metadata,11,1,doi:10.47191/ijmra/v6-i4-46,The Role of Educational Leadership and Practices to School System and Discipline,0.089138
BERTopic-METADATA-MULTILINGUAL,metadata,11,2,doi:10.3126/ed.v30i1.49524,Role of Head Teacher in School Management: A Case of High School in China,0.097664
BERTopic-METADATA-MULTILINGUAL,metadata,11,3,doi:10.11591/edulearn.v19i3.22012,Crucial leadership competencies of school heads in effective school management: a comprehensive systematic review,0.102172
BERTopic-METADATA-MULTILINGUAL,metadata,11,4,doi:10.3390/educsci14070783,Principal Attitudes towards Out-of-Field Teaching Assignments and Professional Learning Needs,0.102585
BERTopic-METADATA-MULTILINGUAL,metadata,11,5,doi:10.20428/ajqahe.v17i60.2217,The reality of school principals’ practice of educational leadership styles in Aqaba Governorate and their relationship to solving school problems from the teachers’ point of view,0.104382
BERTopic-METADATA-MULTILINGUAL,metadata,11,6,doi:10.5281/zenodo.7552441,Effective educational leadership and school management: The importance of strong leadership and managerial skills,0.12504
BERTopic-METADATA-MULTILINGUAL,metadata,11,7,doi:10.69481/styl09032024,School Heads’ Decision – Making Styles And Educational Leadership: Their Influence On School Culture,0.138832
BERTopic-METADATA-MULTILINGUAL,metadata,11,8,doi:10.52547/jspnay.3.3.348,Designing a model to evaluate the effectiveness of educational and educational leadership models among principals,0.142558
BERTopic-METADATA-MULTILINGUAL,metadata,11,9,doi:10.15575/al-aulad.v3i2.6686,Peran dan Fungsi Kepala Sekolah dalam Mewujudkan Sekolah Efektif di Lingkungan Sekolah Dasar,0.146085
BERTopic-METADATA-MULTILINGUAL,metadata,11,10,doi:10.37481/jmeb.v1i2.220,THE EFFECT OF LEADERSHIP ON PERFORMANCE: Analysis of School Management Ability and Attitude,0.149499
BERTopic-METADATA-MULTILINGUAL,metadata,12,1,doi:10.9734/ajess/2025/v51i82321,"Perceived Usefulness and Teachers’ Willingness to Integrate Technology in School Management: Evidence from the Nyohini Educational Circuit, Tamale Metropolis, Ghana",0.049026
BERTopic-METADATA-MULTILINGUAL,metadata,12,2,doi:10.1080/2331186x.2024.2364544,Analyzing the challenges basic school teachers face in integrating Information and Communication Technology into teaching and learning activities in a developing country,0.078459
BERTopic-METADATA-MULTILINGUAL,metadata,12,3,doi:10.48204/3072-9653.6875,Tipos de usos de las TIC por parte de los docentes en sus prácticas pedagógicas,0.089485
BERTopic-METADATA-MULTILINGUAL,metadata,12,4,doi:10.61616/rvdc.v6i1.482,La Práctica Docente en la Enseñanza de la Aritmética con el Uso de las TIC,0.095873
BERTopic-METADATA-MULTILINGUAL,metadata,12,5,doi:10.46498/reduipb.v26i2.1714,La Tecnología de la Información y la Comunicación en el Desarrollo de la Gestión Educativa,0.098173
BERTopic-METADATA-MULTILINGUAL,metadata,12,6,doi:10.3390/su13084106,The Current Challenges of Further Education in ICT with the Example of the Czech Republic,0.103157
BERTopic-METADATA-MULTILINGUAL,metadata,12,7,doi:10.34893/gisst.v2i2.77,TECNOLOGÍAS DE INFORMACIÓN Y COMUNICACIÓN (TIC) COMO RECURSO ALTERNATIVO EN EDUCACIÓN SECUNDARIA A DISTANCIA,0.105771
BERTopic-METADATA-MULTILINGUAL,metadata,12,8,doi:10.15388/infedu.2020.20,Visual Analysis of Contact Patterns in School Environments,0.108436
BERTopic-METADATA-MULTILINGUAL,metadata,12,9,doi:10.17227/rce.num91-16727,Variables influyentes en la percepción y predisposición al uso de TIC. Estudio exploratorio,0.117154
BERTopic-METADATA-MULTILINGUAL,metadata,12,10,doi:10.1109/ictai53825.2021.9673408,"The Utilization of Information and Communication Technology in School Management, in Relation to the Characteristics of Principals",0.121114
BERTopic-METADATA-MULTILINGUAL,metadata,13,1,doi:10.30828/real.1485901,School Management Activities in a Digital Age: An International Comparison Based on ICILS 2018,0.048973
BERTopic-METADATA-MULTILINGUAL,metadata,13,2,doi:10.59659/impulso.v.5i9.94,Transformación digital y competencias gerenciales en la educación universitaria,0.060836
BERTopic-METADATA-MULTILINGUAL,metadata,13,3,doi:10.37811/cl_rcm.v9i4.19283,La Transformación Digital de la Gestión Educativa: Desafíos y Oportunidades para una Administración Escolar Eficiente,0.067237
BERTopic-METADATA-MULTILINGUAL,metadata,13,4,record:71454db755c790c65ad0091b,Implementación y uso de herramientas digitales en la gestión directiva de los directores del Área 02-40 Nueva Germania,0.072771
BERTopic-METADATA-MULTILINGUAL,metadata,13,5,doi:10.5281/zenodo.20435119,Procesos de gestión escolar en entornos virtuales orientados al uso de espacios digitales,0.078623
BERTopic-METADATA-MULTILINGUAL,metadata,13,6,doi:10.5539/ies.v16n3p80,Scenarios of Secondary School Management During the Digital Era in the Next Decade (2022-2031),0.083644
BERTopic-METADATA-MULTILINGUAL,metadata,13,7,doi:10.71282/at-taklim.v2i1.36,The Concept of Principal's Technology Competency in School Management Effectiveness,0.086796
BERTopic-METADATA-MULTILINGUAL,metadata,13,8,doi:10.25073/2588-1159/vnuer.4835,Primary School Management and Culture in Digital Transformation,0.090892
BERTopic-METADATA-MULTILINGUAL,metadata,13,9,doi:10.4018/979-8-3693-6880-0.ch018,Talent Management Ensuring the Safety and Cybersecurity in Schools,0.093123
BERTopic-METADATA-MULTILINGUAL,metadata,13,10,doi:10.26877/mpp.v16i1.12148,Transformasi Digital Manajemen Pendidikan,0.094074
BERTopic-METADATA-MULTILINGUAL,metadata,14,1,doi:10.33996/revistahorizontes.v9i38.1045,Gestión de la convivencia escolar: Una revisión sistemática,0.066728
BERTopic-METADATA-MULTILINGUAL,metadata,14,2,doi:10.5281/zenodo.17172475,El ciberbullying entre adolescentes factores de riesgo y estrategias de intervención en las escuelas urbanas,0.068943
BERTopic-METADATA-MULTILINGUAL,metadata,14,3,doi:10.4102/sajpsychiatry.v26i0.1428,"Prevalence and perception of drug use amongst secondary school students in two local government areas of Lagos State, Nigeria",0.073271
BERTopic-METADATA-MULTILINGUAL,metadata,14,4,doi:10.69639/arandu.v13i2.2254,Estrategias de gestión escolar para la prevención del consumo de sustancias psicoactivas en estudiantes de la Educación Media,0.074394
BERTopic-METADATA-MULTILINGUAL,metadata,14,5,doi:10.59427/rcli/2024/v24cs.1167-1172,Manejo del conflicto en la gestión escolar: Una revisión sistemática,0.078714
BERTopic-METADATA-MULTILINGUAL,metadata,14,6,doi:10.1016/j.jcmr.2024.100019,"Children’s safe routes to school: Real and perceived risks, and evidence of an incapacity-incapability space",0.08425
BERTopic-METADATA-MULTILINGUAL,metadata,14,7,doi:10.60027/ijsasr.2025.7273,School Management Strategies in Preventing School Bullying,0.102892
BERTopic-METADATA-MULTILINGUAL,metadata,14,8,doi:10.56712/latam.v6i6.4943,Gestión de conflictos escolares para favorecer el desempeño académico y la convivencia entre estudiantes de noveno grado,0.106117
BERTopic-METADATA-MULTILINGUAL,metadata,14,9,doi:10.29394/scientific.issn.2542-2987.2025.10.e1.3.69-91,Acompañamiento Socioemocional como Apoyo a la Gestión Escolar Frente a Entornos de Violencia,0.114755
BERTopic-METADATA-MULTILINGUAL,metadata,14,10,record:ae531aec10932f6fe06c7196,A VIOLÊNCIA ESCOLAR E O IMPACTO NA SAÚDE MENTAL DOS PROFESSORES DO 9 o ANO DA ESCOLA CEM JOSÉ JUSTINO PEREIRA – SÃO LUÍS – MARANHÃO,0.117382
BERTopic-METADATA-MULTILINGUAL,metadata,15,1,doi:10.1016/j.heliyon.2024.e34892,The contribution of quality management practices to student performance: Mediated by school culture,0.068114
BERTopic-METADATA-MULTILINGUAL,metadata,15,2,doi:10.23960/jpp.v14.i2.202487,School Management Model Based on Community Participation HARMONY Approach to Improving School Quality,0.107027
BERTopic-METADATA-MULTILINGUAL,metadata,15,3,doi:10.61186/ijes.5.4.170,Validating of Applied Model for the Implementation of the School Management Excellence Program,0.113877
