model,corpus,topic_id,rank,document_id,title
BERTopic-METADATA-MULTILINGUAL,metadata,8,2,record:536fbb63a795b72133faf5d6,"La gestión educativa de la escuela secundaria: aportes desde la perspectiva de directivos de la Provincia de Buenos Aires, entre 2010 y 2020"
BERTopic-METADATA-MULTILINGUAL,metadata,8,3,record:90ee6c28f86d81f38a0917c9,"El trabajo de dirigir: apuntes conceptuales sobre la dirección escolar en Argentina, 2001- 2020"
BERTopic-METADATA-MULTILINGUAL,metadata,9,1,doi:10.9734/ajess/2024/v50i81542,The Impact of Educational Leadership on Student Achievement: A Comparative Analysis of Urban and Rural Schools
BERTopic-METADATA-MULTILINGUAL,metadata,9,2,doi:10.22055/edus.2019.29345.2802,"REPRESENTATION OF THE CONCEPT OF ""EDUCATIONAL LEADERSHIP"" IN THE PUBLISHED ARTICLES OF JOURNALS IN THE FIELD OF EDUCATION"
BERTopic-METADATA-MULTILINGUAL,metadata,9,3,doi:10.7275/11192304,Educational leadership : a field test of Hersey and Blanchard's situational leadership theory.
BERTopic-METADATA-MULTILINGUAL,metadata,10,1,doi:10.3126/njmr.v8i2.78025,Women in Educational Leadership: Realities and Challenges
BERTopic-METADATA-MULTILINGUAL,metadata,10,2,record:5a879ea9600bfda9bcb7bc05,La construcción de liderazgo de directoras escolares: las múltiples identidades desde el género
BERTopic-METADATA-MULTILINGUAL,metadata,10,3,doi:10.3389/feduc.2024.1441183,Editorial: Women in educational leadership
BERTopic-METADATA-MULTILINGUAL,metadata,11,1,doi:10.33122/ejeset.v4i1.100,The influence of educational leadership on students’ academic performance in secondary schools: A case of Itilima district
BERTopic-METADATA-MULTILINGUAL,metadata,11,2,doi:10.47191/ijmra/v6-i3-46,Educational Leadership Management Practices: A Perspective to Educational Transformation
BERTopic-METADATA-MULTILINGUAL,metadata,11,3,doi:10.63544/ijss.v4i2.132,Comparative Analysis of Authoritative and Democratic Leadership Styles and Their Impact on School Management Effectiveness
BERTopic-METADATA-MULTILINGUAL,metadata,12,1,doi:10.1080/2331186x.2024.2364544,Analyzing the challenges basic school teachers face in integrating Information and Communication Technology into teaching and learning activities in a developing country
BERTopic-METADATA-MULTILINGUAL,metadata,12,2,doi:10.24256/kelola.v8i1.3452,PEMANFAATAN TEKNOLOGI INFORMASI DALAM MENUNJANG MUTU PENDIDIKAN SEKOLAH
BERTopic-METADATA-MULTILINGUAL,metadata,12,3,record:891124ed8faeae50894b6789,Perceptions of school management teams on information and communication technology integration in township and rural secondary schools in KwaZulu-Natal
BERTopic-METADATA-MULTILINGUAL,metadata,13,1,doi:10.33140/psi.01.02.03,The Digital Edge in Education: Harnessing ICT for Optimal School Management
BERTopic-METADATA-MULTILINGUAL,metadata,13,2,doi:10.23977/aduhe.2024.060422,Opportunities and challenges of school management in the digital era
BERTopic-METADATA-MULTILINGUAL,metadata,13,3,doi:10.29007/3542,Perceptions of school management on cyber threats: The case of resource-constrained schools in South Africa
BERTopic-METADATA-MULTILINGUAL,metadata,14,1,doi:10.3390/ijerph20105856,Perspective on the Prevention of Suicide among School Learners by School Management
BERTopic-METADATA-MULTILINGUAL,metadata,14,2,doi:10.60027/ijsasr.2025.7273,School Management Strategies in Preventing School Bullying
BERTopic-METADATA-MULTILINGUAL,metadata,14,3,doi:10.18764/2178-2229.v28n1p276-302,VULNERABILIDADE SOCIAL: práticas e desafios em escolas públicas de educação básica
BERTopic-METADATA-MULTILINGUAL,metadata,15,1,doi:10.23960/jpp.v14.i2.202487,School Management Model Based on Community Participation HARMONY Approach to Improving School Quality
BERTopic-METADATA-MULTILINGUAL,metadata,15,2,doi:10.11594/jk6em.04.02.06,Implementation of Total Quality Management in School Management: Cross Site Study at SMK Negeri 2 Banjarmasin and SMK Negeri 4 Banjarmasin
BERTopic-METADATA-MULTILINGUAL,metadata,15,3,doi:10.26740/jdmp.v5n1.p10-21,Implementasi Manajemen Mutu di SDN Prambon
BERTopic-METADATA-MULTILINGUAL,metadata,16,1,doi:10.18764/2178-2229v28n3.202153,GESTÃO ESCOLAR E A DEMOCRACIA: CONCEPÇÕES E PRÁTICAS DA EQUIPE ESCOLAR DO ENSINO FUNDAMENTAL I
BERTopic-METADATA-MULTILINGUAL,metadata,16,2,doi:10.18764/2178-2229.v27n4p315-336,GESTÃO DEMOCRÁTICA: uma reflexão a partir da percepção dos gestores escolares
BERTopic-METADATA-MULTILINGUAL,metadata,16,3,doi:10.18764/2178-2229.v28n1p95-115,GESTÃO DEMOCRÁTICA NO ESTADO DE MATO GROSSO: conquista ameaçada pela implantação de políticas educacionais conservadoras
BERTopic-METADATA-MULTILINGUAL,metadata,17,1,doi:10.47069/estudios-ambientales.v9i2.1291,"Educación para el desarrollo sostenible ¿Cuánto saben los jóvenes sobre temas ambientales? Estudio de caso en Lujan, Argentina"
BERTopic-METADATA-MULTILINGUAL,metadata,17,2,doi:10.51594/ijmer.v2i4.157,WASTE DISPOSAL MANAGEMENT PRACTICES IN SELECTED SENIOR HIGH SCHOOLS WITHIN THE WA MUNICIPALITY OF GHANA
BERTopic-METADATA-MULTILINGUAL,metadata,17,3,doi:10.51594/ijarss.v2i3.156,IMPLICATIONS OF POOR WASTE DISPOSAL MANAGEMENT PRACTICES ON SENIOR HIGH SCHOOLS WITHIN THE WA MUNICIPALITY OF GHANA
BERTopic-METADATA-MULTILINGUAL,metadata,18,1,doi:10.3389/feduc.2020.00052,"“Unbroken, but Bent”: Gendered Racism in School Leadership"
BERTopic-METADATA-MULTILINGUAL,metadata,18,2,record:8b7f2bfe98ddb34860db1b52,Black Educational Leadership : From Silencing to Authenticity
BERTopic-METADATA-MULTILINGUAL,metadata,18,3,doi:10.1177/0013161x20925892,“We Don’t Got Time for Grumbling”: Toward an Ethic of Radical Care in Urban School Leadership
BERTopic-METADATA-MULTILINGUAL,metadata,19,1,doi:10.18178/ijiet.2020.10.9.1446,Integration of School Management Systems Using a Centralized Database (ISMSCD)
BERTopic-METADATA-MULTILINGUAL,metadata,19,2,doi:10.62711/ijite.v2i4.161,Implementation of School Management Information Systems at Vocational School State I Tomohon
BERTopic-METADATA-MULTILINGUAL,metadata,19,3,doi:10.25147/ijcsr.2017.001.1.74,"Designing and Implementing e-School Systems: An Information Systems Approach to School Management of a Community College in Northern Mindanao, Philippines"
BERTopic-METADATA-MULTILINGUAL,metadata,20,1,record:ebcc7ddd109a76a8406e40af,La gestión escolar para el mejoramiento de la calidad educativa en la escuela Emilio Carranza
BERTopic-METADATA-MULTILINGUAL,metadata,20,2,doi:10.53555/kuey.v30i4.1007,Education Is A Key Tool In The Development Of Society And Educational Leadership And Is A Key Element For Effective School And Education
BERTopic-METADATA-MULTILINGUAL,metadata,20,3,doi:10.31538/ndh.v6i1.1138,Strategic Planning in Increasing Quality of Education
BERTopic-METADATA-MULTILINGUAL,metadata,21,1,record:271298bee279efacee36533f,"Gestión Educativa y Calidad Educativa con Directivos, Docentes y Administrativos de una Institución Pública De Sullana 2025"
BERTopic-METADATA-MULTILINGUAL,metadata,21,2,record:b5bc0ce64f0d2b81e24e9062,Calidad educativa en la gestión escolar docente de tres instituciones educativas públicas de Tarma Junín 2024
BERTopic-METADATA-MULTILINGUAL,metadata,21,3,record:af76e3bfcaa033aa8420ce00,"Gestión escolar en la calidad del servicio educativo en una institución pública de Breña, 2023"
BERTopic-METADATA-MULTILINGUAL,metadata,22,1,doi:10.1080/00220620.2023.2292573,An Islamic-oriented educational leadership model: towards a new theory of school leadership in Muslim societies
BERTopic-METADATA-MULTILINGUAL,metadata,22,2,doi:10.3390/rel15121565,Redefining Leadership: The Role of Spirituality and Motherhood in Muslim Women’s Educational Leadership
BERTopic-METADATA-MULTILINGUAL,metadata,22,3,doi:10.4324/9781003360070-3,A call to re-explore Islamic-based educational leadership through new lenses
BERTopic-METADATA-MULTILINGUAL,metadata,23,1,record:5849746b47d39ced5537454a,"Liderazgo transformacional y gestión educativa en una institución educativa pública UGEL 04, Comas 2025"
BERTopic-METADATA-MULTILINGUAL,metadata,23,2,record:c8030d6b5bda54bd78772b85,"Gestión escolar y toma de decisiones en una institución educativa Callao, 2023"
BERTopic-METADATA-MULTILINGUAL,metadata,23,3,record:31ae656430daaf8c150e0317,"Gestión escolar y desempeño docente en Instituciones Educativas Públicas, Lima - Santa Anita 2024"
BERTopic-METADATA-MULTILINGUAL,metadata,24,1,record:69a560483c4bd884619f59f6,Los desafíos de la gestión directiva en pandemia como claves para pensar la configuración desigual del sistema educativo del nivel secundario en CABA
BERTopic-METADATA-MULTILINGUAL,metadata,24,2,record:b629b0d2e87d5c595402bb43,Computables: sujetos y prácticas emergentes en tiempos de pandemia en Mendoza
BERTopic-METADATA-MULTILINGUAL,metadata,24,3,record:874fa1e273d55ae64db73a25,"Representaciones docentes sobre las trayectorias estudiantiles en el nivel secundario durante la pandemia: “desenganche”, vínculo pedagógico y modos de evaluación"
BERTopic-METADATA-MULTILINGUAL,metadata,25,1,record:124fb0e5a4752dec773fe485,"Effectiveness of Heads of Schools Management of Capitation Grants for Service Delivery in Public Secondary Schools in Hai District, Tanzania"
BERTopic-METADATA-MULTILINGUAL,metadata,25,2,doi:10.22161/jhed.4.1.11,The Role of School Management Team in Managing Students’ Academic Performance in Community Secondary Schools in Tabora Municipality- Tanzania
BERTopic-METADATA-MULTILINGUAL,metadata,25,3,record:ba0a513d15ad8bb73ea8dbf7,"Influence of stakeholders participation in primary school management on academic performance: the case of Uringu division, Meru county, Kenya"
BERTopic-METADATA-MULTILINGUAL,metadata,26,1,record:fd2717508a8ac8e20973b271,"Cartografía, una herramienta para interpretar el liderazgo escolar. Estudio de caso Brasil"
BERTopic-METADATA-MULTILINGUAL,metadata,26,2,doi:10.15517/rge.v10i1.56268,"Cartografía, una herramienta para interpretar el liderazgo escolar. Estudio de caso Brasil"
BERTopic-METADATA-MULTILINGUAL,metadata,26,3,doi:10.36260/rbr.v12i6.1970,"Gestión educativa, convivencia y distribución del conocimiento"
BERTopic-METADATA-MULTILINGUAL,metadata,27,1,record:a481c2758d1cbdf5dde00cbb,Clasificación de Estrategias de Gestión del Conocimiento para impulsar la innovación educativa en Instituciones de Educación Superior (Classification of Knowledge Management Strategies in order to enhance educational innovation in Higher Education Institutions)
BERTopic-METADATA-MULTILINGUAL,metadata,27,2,doi:10.1155/2021/2466441,Reform of the Practice Teaching System of Entrepreneurship Education Based on 5G Fog Computing in Colleges and Universities
BERTopic-METADATA-MULTILINGUAL,metadata,27,3,record:dbc093286064c76a71be4eb7,La escuela técnica y la pasantía en empresas: Aspectos generales sobre su puesta en acto y sus efectos en las expectativas laborales de los alumnos
BERTopic-METADATA-MULTILINGUAL,metadata,28,1,doi:10.17583/ijelm.2021.6366,Liderazgo y Dirección Escolar para Atender al Alumnado con Necesidades Educativas Especiales
BERTopic-METADATA-MULTILINGUAL,metadata,28,2,record:5f4ba097c47c559915f81dfe,De estudiante a director: realidades que se viven en las escuelas multigrado
BERTopic-METADATA-MULTILINGUAL,metadata,28,3,doi:10.70625/bbe7r776,Funciones técnico docente y administrativas del director de multigrado y la repercusión en el desarrollo de competencias del alumno
BERTopic-METADATA-MULTILINGUAL,metadata,29,1,doi:10.15359/ree.27-3.17435,Gestión educativa para la inclusión: Perfil personal y profesional de las personas directoras de escuelas primarias en Costa Rica
BERTopic-METADATA-MULTILINGUAL,metadata,29,2,record:a290b4a0ee532319e08ab558,The discursive axes of inclusive education to mitigate school discrimination: a documentary review
BERTopic-METADATA-MULTILINGUAL,metadata,29,3,doi:10.22158/fet.v7n2p1,"Managing Staff Diversity for Effective Secondary School Management in Delta State, Nigeria"
BERTopic-METADATA-MULTILINGUAL,metadata,30,1,doi:10.46794/gacien.6.1.718,"Clima organizacional y desempeño docente en instituciones educativas de la Unidad Gestión Educativa Local, Huánuco - 2017"
BERTopic-METADATA-MULTILINGUAL,metadata,30,2,record:583f98532f564ed9131c5f5c,"Liderazgo directivo en la gestión escolar de una institución educativa de Ayacucho, 2024"
BERTopic-METADATA-MULTILINGUAL,metadata,30,3,record:c9406c807ba93cf6fa0224e7,"Gestión educativa y liderazgo directivo en Instituciones Educativas del Distrito de Tamburco, 2023"
BERTopic-METADATA-MULTILINGUAL,metadata,31,1,doi:10.1177/1478210320940136,Leading with/in emotion states: The criticality of political subjects and policy debates in educational leadership on emotions
BERTopic-METADATA-MULTILINGUAL,metadata,31,2,doi:10.59298/rijciam/2025/421215,Exploring the Role of Emotional Intelligence in Educational Leadership
BERTopic-METADATA-MULTILINGUAL,metadata,31,3,doi:10.52223/jess.2024.5225,The Influence of Emotional Intelligence in Educational Leadership and School Climate
BERTopic-METADATA-MULTILINGUAL,metadata,32,1,doi:10.56048/mqr20225.8.3.2024.3133-3153,"“Presupuestos para el efectivo ejercicio de participación, a través del consejo de participación ciudadana y control social del Ecuador”."
BERTopic-METADATA-MULTILINGUAL,metadata,32,2,doi:10.37811/cl_rcm.v8i6.14496,Estrategias de Gestión Escolar y su Influencia en la Efectividad del Desempeño Docente en Ecuador
BERTopic-METADATA-MULTILINGUAL,metadata,32,3,doi:10.33262/ap.v5i4.410,School management in early education centers in Ecuador
BERTopic-METADATA-MULTILINGUAL,metadata,33,1,record:36e5440cf9635857006c9655,Alfabetización y lectoescritura en tiempos de reestructuración curricular: trabajo articulado entre dirección escolar y alfabetizadores en una escuela pública de São Paulo
BERTopic-METADATA-MULTILINGUAL,metadata,33,2,doi:10.70860/ufnt.rbec.e15404,A contribuição da Metodologia das Produções Narrativas para a compreensão dos processos educativos desenvolvidos por educadoras de uma escola do campo do município de Carangola - MG
BERTopic-METADATA-MULTILINGUAL,metadata,33,3,record:7b5a71d90522d4a42cd4a9a4,Directio narrans: figuras retóricas en épocas de ¿crisis de la narración?. Un estudio sobre las prácticas de directoras/es escolares en el conurbano bonaerense
BERTopic-METADATA-MULTILINGUAL,metadata,34,1,record:d76ae4cdfc891c307c3e159c,Compromisos de gestión escolar y desempeño docente en una institución educativa de Bagua Grande
BERTopic-METADATA-MULTILINGUAL,metadata,34,2,record:3a80d84aff75e4a97529bcb5,"Competencias directivas en la gestión escolar de la Red 20, Los Olivos, 2023"
BERTopic-METADATA-MULTILINGUAL,metadata,34,3,record:456e4dc4d1816ecbf86203c4,"Gestión escolar y competencias del docente en las IE, Urb. Previ - Callao Norte, 2024"
BERTopic-METADATA-MULTILINGUAL,metadata,35,1,record:c57a0586b823885ca0a95749,Gestión educativa y desempeño docente en instituciones educativas inclusivas de primaria
BERTopic-METADATA-MULTILINGUAL,metadata,35,2,record:b8e2f3e95f07b0a8eb212705,"Autoestima y desempeño docente en una institución educativa pública, El Agustino 2025"
BERTopic-METADATA-MULTILINGUAL,metadata,35,3,doi:10.47554/revie.vol13.num1.2026.pp43-69,Estrategias de mejora para fortalecer la gestión escolar y la creación de ambientes de aprendizaje
BERTopic-METADATA-MULTILINGUAL,metadata,36,1,doi:10.5281/zenodo.18225698,Gestión administrativa y praxis gerencial en las instituciones educativas
BERTopic-METADATA-MULTILINGUAL,metadata,36,2,doi:10.1080/13632434.2023.2176483,Systematic literature review on organisational culture and strategic management in the public sector and school management
BERTopic-METADATA-MULTILINGUAL,metadata,36,3,doi:10.5281/zenodo.21401954,Dimensiones comparativas de la gestión administrativa y la gestión educativa
BERTopic-METADATA-MULTILINGUAL,metadata,37,1,doi:10.37811/cl_rcm.v10i2.23057,Problemáticas Persistentes de la Gestión Escolar en Colombia: Ausencia de Liderazgo Pedagógico
BERTopic-METADATA-MULTILINGUAL,metadata,37,2,doi:10.52501/cc.331.04,"El CUValles y la investigación sobre procesos socioeducativos, un esbozo del estado del arte"
BERTopic-METADATA-MULTILINGUAL,metadata,37,3,doi:10.33255/26184141/2437e0066,"Corporaciones, petróleo y educación en Neuquén. El caso de Pan American Energy"
BERTopic-METADATA-MULTILINGUAL,metadata,38,1,record:2123e5adb4e772b25966e88d,"Políticas públicas y gestión escolar: estudiantes con discapacidad visual, dos escuelas en Taguatinga-DF, Brasil"
BERTopic-METADATA-MULTILINGUAL,metadata,38,2,doi:10.3389/fpubh.2025.1496631,Barriers and facilitators to participation in physical activity for students with disabilities in an integrated school setting: a meta-synthesis of qualitative research evidence
BERTopic-METADATA-MULTILINGUAL,metadata,38,3,doi:10.3390/educsci13060606,Breaking Barriers: The Influence of Teachers’ Attitudes on Inclusive Education for Students with Mild Learning Disabilities (MLDs)
BERTopic-METADATA-MULTILINGUAL,metadata,39,1,doi:10.11648/j.edu.20241303.12,A Systematic Review of the Role of School Management Committee for the School Performance in Nepal
BERTopic-METADATA-MULTILINGUAL,metadata,39,2,record:76d4ac12f829f1b7ecf52915,A STUDY OF SCHOOL MANAGEMENT COMMITTEE: CHALLENGES AND SOLUTIONS
BERTopic-METADATA-MULTILINGUAL,metadata,39,3,doi:10.47672/ajlg.1036,The Role of School Management Committees and Head teacher’s Effectiveness in Government-Aided Primary Schools in Luweero District – Uganda
BERTopic-METADATA-MULTILINGUAL,metadata,40,1,doi:10.61325/ser.v2i10.88,Análisis Correlacional entre los Planes de Mejoramiento Institucional y la Gestión Educativa en Instituciones Colombianas
BERTopic-METADATA-MULTILINGUAL,metadata,40,2,doi:10.37594/dialogus.v1i7.525,Gestión administrativa y deserción escolar en la institución educativa San Lorenzo de Suaza Huila periodo 2014-2019
BERTopic-METADATA-MULTILINGUAL,metadata,40,3,doi:10.62452/hvkwpz13,Número Completo (Febrero)
BERTopic-METADATA-MULTILINGUAL,metadata,41,1,doi:10.33996/revistahorizontes.v9i38.1039,Calidad del servicio educativo en escuelas del nivel secundaria en Latinoamérica: una revisión narrativa
BERTopic-METADATA-MULTILINGUAL,metadata,41,2,doi:10.15448/1984-7289.2022.1.41864,Las desigualdades educativas en Argentina
BERTopic-METADATA-MULTILINGUAL,metadata,41,3,doi:10.61616/rvdc.v7i1.1202,Gestión Educativa y Convivencia Escolar en Contextos Latinoamericanos: Una Revisión Sistemática
