record_id,first_seen_date,search_term,source,origin,document_type,authors,title,abstract,keywords,publication_year,publication_date,doi,url,openalex_id,is_oa,pdf_url,relevance_status,relevance_score,relevance_reason,relevance_evidence
10.20873/uft.rbec.e13425,2026-04-06,gestión educativa,OpenAlex,Revista Brasileira de Educação do Campo,article,Carlos Roberto Jamil Cury; Rosilene Lagares; Ítalo Bruno Paiva Gonçalves,"Autonomia federativa, sistemas municipais de ensino/educação: impactos para a educação no Tocantins","No Brasil, há quatro espécies de entes federados dotados de autonomia, duas delas de entes tradicionais (União e Estados) e duas de entes recentes (Distrito Federal e Municípios), diferentemente, das federações clássicas em que há um poder político central (União) e os centros regionais de poder (estados). No arcabouço da Constituição Federal de 1988, o Município compõe a Federação contando com autonomia administrativa, legislativa e política, no âmbito de suas atribuições. No campo da educação, o ente federado municipal, em contraposição à histórica condição hierárquica, pelo menos formalmente, logra autonomia para organizar seu sistema próprio de ensino/educação, traço fundamental do Estado Federal salvaguardada pela Constituição e legislação que trata do tema. Neste artigo, correlacionando dialeticamente sociedade e educação, problematizam-se condições dos Municípios Tocantinenses para a materialização da autonomia e da gestão da educação, assentando-se em bases teóricas e documentais e observação assistemática. Esses entes enfrentam desafios de natureza conceitual, cultural, política, administrativa, financeira, pedagógica e relativa ao regime de colaboração. Assim sendo, cabe cautela para evitar uma precária solução, a de sistemas nominais, criados legalmente, mas sem atuação real e efetiva. Palavras-chave: política e gestão da educação, educação municipal, município. Federative autonomy, municipal education/education systems: impacts for education in Tocantins ABSTRACT. In Brazil, there are four types of federal entities endowed with autonomy, two of them from traditional entities (Union and States) and two from recent entities (Federal District and Municipalities), unlike the classic federations in which there is a central political power (Union) and the regional centers of power (states). In the framework of the Federal Constitution of 1988, the Municipality is part of the Federation, with administrative, legislative and political autonomy within the scope of its attributions. In the field of education, the municipal federated entity, in contrast to the historical hierarchical condition, at least formally, achieves autonomy to organize its own teaching/education system, a fundamental feature of the Federal State safeguarded by the Constitution and legislation dealing with the subject. In this article, dialectically correlating society and education, the conditions of Tocantins Municipalities are problematized for the materialization of autonomy and education management, based on theoretical and documentaries’ bases and unsystematic observation. These entities face conceptual, cultural, political, administrative, financial, pedagogical and collaboration-related challenges. Therefore, care should be taken to avoid a precarious solution, that of nominees systems, created legally, but without real and effective action. Keywords: education policy and management, municipal education, municipality. Autonomía federativa, educación municipal/sistemas educativos: impactos para la educación en Tocantins RESUMEN. En Brasil, hay cuatro tipos de entidades federativas dotadas de autonomía, dos de ellas de entidades tradicionales (Unión y Estados) y dos de entidades recientes (Distrito Federal y Municipios), a diferencia de las federaciones clásicas en las que hay un poder político central (Unión) y centros de poder regionales (estados). Según la Constitución Federal de 1988, el Municipio es parte de la Federación, con autonomía administrativa, legislativa y política en el ámbito de sus atribuciones. En el ámbito educativo, la entidad federativa municipal, en contraposición a la histórica condición jerárquica, al menos formalmente, gana autonomía para organizar su propio sistema docente/educativo, característica fundamental del Estado Federal sustentado en la Constitución y en la legislación que se ocupa del tema. En este artículo, correlacionando dialécticamente sociedad y educación, se discuten las condiciones de los Municipios de Tocantins para la materialización de la autonomía y la gestión educativa, con base en bases de observación teóricas, documentales y no sistemáticas. Estas entidades enfrentan desafíos conceptuales, culturales, políticos, administrativos, financieros, pedagógicos y de colaboración. Por tanto, hay que tener cuidado para evitar una solución precaria, la de los sistemas nominales, creados legalmente, pero sin una actuación real y efectiva. Palabras clave: política y gestión educativa, educación municipal, municipio.",Political science; Humanities; Autonomy; Philosophy; Law,2021,2021-12-19,10.20873/uft.rbec.e13425,https://doi.org/10.20873/uft.rbec.e13425,https://openalex.org/W4206761638,True,https://sistemas.uft.edu.br/periodicos/index.php/campo/article/download/13425/19576,revisar,3,coincidencia amplia con gestión/liderazgo educativo,"frase media en resumen/palabras clave: gestion educativa, gestión educativa | gestión/liderazgo + educación genérica"
10.55873/racs.v4i2.407,2026-04-06,gestión educativa,OpenAlex,Revista Amazónica de Ciencias Sociales,article,Omar Vásquez-García; Dahpne Viena-Oliveira; Mirleth Reina Celis-Hernández,Gestión educativa y el desempeño docente en una institución educativa pública,"La educación es un pilar esencial para el desarrollo humano y social, por ello es un tema de debate global. Para ello, se buscó relacionar la gestión educativa con el desempeño docente del colegio Tarapoto. Se enmarca en la categoría básica de investigación, que incluye diseños transversales no experimentales, enfoques cuantitativos, métodos deductivos y niveles relacionales descriptivos. La muestra estuvo conformada por 54 docentes de dicha institución. El cuestionario sirvió como instrumento y la encuesta como método de recolección de datos. Con un 63% de los participantes en esta categoría, los resultados indican que el colegio Tarapoto tiene un alto grado de gestión educativa en general. Para el 66,7% de los docentes del colegio Tarapoto, su desempeño es alto. Las variables de desempeño docente y los aspectos de gestión institucional, pedagógica y administrativa se correlacionan positiva y significativamente. La hipótesis de que una buena gestión educativa mejora significativamente el desempeño docente fue validado al concluir que existe una asociación directa y sustancial (Rho = 0,788; p &lt; 0,05).",Work (physics); Population; Research methodology; Context (archaeology),2025,2025-07-25,10.55873/racs.v4i2.407,https://doi.org/10.55873/racs.v4i2.407,https://openalex.org/W4414757537,True,https://revistas.unamad.edu.pe/index.php/racs/article/download/407/757,revisar,6,coincidencia amplia con gestión/liderazgo educativo,"frase media en título: gestion educativa, gestión educativa | frase media en resumen/palabras clave: gestion educativa, gestión educativa | gestión/liderazgo + educación genérica"
10.59659/revistatribunal.v5i12.190,2026-04-06,gestión educativa,OpenAlex,Revista Tribunal,article,Gloria Ángélica Valderrama Barragán; Henry Fernando Vallejo Ballesteros; Eva María de Lourdes Loaiza Massuh; Diego Abraha Lara Flor,Impacto de la inteligencia artificial en la transformación de los procesos de enseñanza aprendizaje en la educación superior,"La presente revisión analiza la incidencia de la IA en la innovación de los métodos de enseñanza-aprendizaje en la educación universitaria, con atención a América Latina. El objetivo fue identificar oportunidades, desafíos y limitaciones de la incorporación de la IA en las universidades de la región. Se consultaron 146 registros en repositorio de datos como Scielo, Scopus y Redalyc, aplicando criterios de inclusión que consideraron artículos publicados entre 2016 y 2025, revisados por pares y enfocados en educación superior; se excluyeron documentos no académicos o sin revisión por pares. Tras el proceso de selección, se analizaron 14 estudios. Los resultados muestran que la IA facilita la personalización de la enseñanza y la gestión educativa, pero enfrenta barreras como brechas digitales, resistencia al cambio y limitaciones éticas y de infraestructura. Se concluye que aplicar la IA demanda inversión, formación continua y marcos regulatorios para una integración inclusiva y sostenible.",Philosophy,2025,2025-06-13,10.59659/revistatribunal.v5i12.190,https://doi.org/10.59659/revistatribunal.v5i12.190,https://openalex.org/W4411260275,True,https://revistatribunal.org/index.php/tribunal/article/download/529/1102,revisar,3,coincidencia amplia con gestión/liderazgo educativo,"frase media en resumen/palabras clave: gestion educativa, gestión educativa | gestión/liderazgo + educación genérica"
10.35381/cm.v7i13.481,2026-04-06,gestión educativa,OpenAlex,CIENCIAMATRIA,article,Silvia Teresa Zhunio-Ordoñez; Ana Zulema Castro-Salazar,Educación inicial y pandemia: Retos docentes,"El confinamiento y el rol de las instituciones educativas llevó al uso de herramientas tecnológicas para crear entornos virtuales de aprendizaje improvisados, donde tuvo lugar en general una práctica educativa marcada por la insuficiencia de recursos, falta de experiencia y problemas de conocimiento por parte de los docentes y familiares. Una mirada crítica y reflexiva de la gestión educativa en Ecuador implica el abordaje de las dificultades que se presentaron en cuanto a las capacidades y competencias en la formación inicial, de manera que permita el acercamiento al modo en que los centros educativos deberían prepararse para abordar una realidad emergente, se impone el modelo e-learning como alternativa ante la incertidumbre debido a la crisis sanitaria o u otra que puedan surgir. Determinar cuáles han sido los retos que han enfrentado los docentes y familiares de los estudiantes de educación inicial en Cañar con el empleo de la educación virtual.",Humanities; Philosophy; Sociology,2021,2021-07-01,10.35381/cm.v7i13.481,https://doi.org/10.35381/cm.v7i13.481,https://openalex.org/W4243258816,True,https://cienciamatriarevista.org.ve/index.php/cm/article/download/481/689,revisar,3,coincidencia amplia con gestión/liderazgo educativo,"frase media en resumen/palabras clave: gestion educativa, gestión educativa | gestión/liderazgo + educación genérica"
10.46498/reduipb.v26i1.1622,2026-04-06,gestión educativa,OpenAlex,Revista EDUCARE - UPEL-IPB - Segunda Nueva Etapa 2 0,article,Diego García-Álvarez; Rubia Cobo‐Rendón,Psicología positiva aplicada a la educación como herramienta para la construcción de una cultura de paz y bienestar en el centro educativo,"La realidad hace imperativo considerar a la escuela como un espacio que promueva una cultura de paz, bienestar y salud mental. El objetivo central es reflexionar sobre la utilidad de la Psicología Positiva aplicada a la Educación como herramienta para construir una cultura de paz y bienestar en el centro educativo. Este trabajo se ajusta a la tipología descriptiva bajo un diseño de investigación teórico-narrativo. Como resultados se esbozan recomendaciones prácticas en tres dimensiones: a) se propone la aplicación de la Psicología Positiva desde los principios de la Gestión Educativa: planificación, organización, dirección y control; b) recomendaciones didácticas pedagógicas para cultivar la paz y los elementos sociales en el aula; y c) finalmente, desde la formación docente, se destaca la importancia de formar promotores de paz y bienestar en los centros educativos para contribuir al desarrollo de una sociedad con mejor calidad de vida y salud mental",Humanities; Sociology; Philosophy,2022,2022-04-30,10.46498/reduipb.v26i1.1622,https://doi.org/10.46498/reduipb.v26i1.1622,https://openalex.org/W4225257271,True,https://revistas.investigacion-upelipb.com/index.php/educare/article/download/1622/1577,revisar,2,coincidencia amplia con gestión/liderazgo educativo,"frase media en resumen/palabras clave: gestion educativa, gestión educativa | gestión/liderazgo/gobierno + escuela/escolaridad | ruido temático: salud"
10.53995/rsp.v5i5.272,2026-04-06,gestión educativa,OpenAlex,Revista Senderos Pedagógicos,article,José Antonio Blanco Villalobos,Educación virtual no es solo gestión educativa,"En el marco de la llamada educación virtual se viene notando que las plataformas educativas virtuales generalmente se centran o promueven más sus fortalezas en el tema de la gestión educativa, que en la educación en sí misma, y no es que esto significa que no permiten la educación, pero pareciera que la prioridad no es una valoración del aprendizaje como objetivo, sino más bien del cumplimiento de planes trazados. ¿Será que es más importante planear, ejecutar y controlar que la acción de provocar y/o promover el aprendizaje? ¿Cuáles son, o bien, cuáles deberían ser los objetivos de la Educación virtual? Estas reflexiones con respecto a la educación virtual han sido el resultado de la investigación para la preparación de temas para el Doctorado en Educación de la Universidad de La Salle, a lo largo de varios años; y las mismas han evolucionado y se han nutrido con los talleres, discusiones y aportes de los participantes. El artículo se centrará en las plataformas en sí mismas y el uso que se les suele dar de parte de las instituciones, y no en la intención que tengan los docentes a la hora de implementarlas.",Humanities; Philosophy,2021,2021-11-18,10.53995/rsp.v5i5.272,https://doi.org/10.53995/rsp.v5i5.272,https://openalex.org/W2725831022,True,https://ojs.tdea.edu.co/index.php/senderos/article/download/272/264,revisar,6,coincidencia amplia con gestión/liderazgo educativo,"frase media en título: gestion educativa, gestión educativa | frase media en resumen/palabras clave: gestion educativa, gestión educativa | gestión/liderazgo + educación genérica"
10.26620/uniminuto.perspectivas.9.24.2024.47-57,2026-04-06,gestión educativa,OpenAlex,Perspectivas,article,Catty Orellana Guevara,Gestión educativa de frente a la globalización: reto ante la transformación digital,"Este ensayo tiene por objetivo reflexionar sobre la gestión educativa de frente a la globalización, con el fin de concientizar en la necesidad de enfrentar los desafíos que representa y, a su vez, aprovechar las oportunidades que trae consigo. Lo anterior obliga a replantear las estrategias de planificación y gestión educativa en correspondencia con los avances tecnológicos, en especial en países con poco acceso a la tecnología y a la conectividad, que corren el riesgo de quedar en desventaja en un mundo interconectado. Se concluye que, ante el incremento de la digitalización, el centro educativo está forzado a reinventarse y asumir el reto de comprender e implementar sistemas y redes de información para avanzar hacia la universalización pues, es el medio para la transformación de la educación y su integración dentro de la sociedad del conocimiento",Political science; Humanities; Philosophy,2024,2024-05-31,10.26620/uniminuto.perspectivas.9.24.2024.47-57,http://dx.doi.org/10.26620/uniminuto.perspectivas.9.24.2024.47-57,https://openalex.org/W4399269388,True,https://revistas.uniminuto.edu/index.php/Pers/article/download/3790/3639,revisar,6,coincidencia amplia con gestión/liderazgo educativo,"frase media en título: gestion educativa, gestión educativa | frase media en resumen/palabras clave: gestion educativa, gestión educativa | gestión/liderazgo + educación genérica"
10.48209/978-65-5417-629-3,2026-04-06,gestión educativa,OpenAlex,OpenAlex,book,Cecilia Rios Perez; Jhosiveth Jheninfer Zambrano Curitima; Ketty Alarcon Ramirez; Alexandra Padilla Tello; Juliana Sánchez Babilonia,Gestión Educativa y su Impacto en la Mejora del Desempeño Docente en Educación Superior,"La gestión educativa cumple un importante papel en el desempeño docente e institucional, así como en el éxito estudiantil. El presente estudio tiene como objetivo analizar el rol de la gestión educativa en el desempeño docente en el campo de la educación superior. Con ese propósito, se llevó a cabo una revisión documental basada en el análisis de diferentes estudios realizados entre 2015 y enero de 2025.",Work (physics); Population; Context (archaeology); Field (mathematics); Perspective (graphical),2026,2026-01-01,10.48209/978-65-5417-629-3,https://doi.org/10.48209/978-65-5417-629-3,https://openalex.org/W7123820469,True,https://doi.org/10.48209/978-65-5417-629-3,revisar,6,coincidencia amplia con gestión/liderazgo educativo,"frase media en título: gestion educativa, gestión educativa | frase media en resumen/palabras clave: gestion educativa, gestión educativa | gestión/liderazgo + educación genérica"
https://openalex.org/W7117937819,2026-04-06,gestión educativa,OpenAlex,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas),article,América Leticia América Leticia Castillo Bolívar,Educación/participación social/desarrollo territorial tejiendo relaciones dialógicas en la gestión educativa territorial,"La presente investigación fue desarrollada como interés de Tesis doctoral que convoca, en perspectiva de sistema educativo emergente y de políticas públicas territoriales de nivel local, el potenciar la gestión educativa desde la educación, la participación social y el territorio, a partir de la búsqueda de distintas formas de pensamiento y acción para la construcción de entornos socioculturales más humanos. En este cometido, el circuito relacional “educación/participación social/desarrollo territorial”, es un todo conceptual, de naturaleza epistémica, con el cual se teje la gestión educativa como condición de posibilidad en las relaciones dialógicas complejas",Context (archaeology); Subject (documents); Field (mathematics); Social relationship,2021,2021-01-01,,https://repositorio.ucm.edu.co/handle/10839/3605,https://openalex.org/W7117937819,False,,revisar,6,coincidencia amplia con gestión/liderazgo educativo,"frase media en título: gestion educativa, gestión educativa | frase media en resumen/palabras clave: gestion educativa, gestión educativa | gestión/liderazgo + educación genérica"
10.35381/cm.v9i1.1066,2026-04-06,gestión educativa,OpenAlex,CIENCIAMATRIA,article,Yakeline Dolores Guale-Suárez; Zila Isabel Esteves-Fajardo,Diversificación de la enseñanza y el diseño universal del aprendizaje,"El objetivo general de la presente investigación fue analizar la diversificación de la enseñanza y el diseño universal del aprendizaje. El método que se utilizó en este estudio se basó en un enfoque cuantitativo apoyado en una tipología documental-bibliográfica para establecer un análisis del objeto de estudio con el propósito de describir el tema investigado. Se utilizó la revisión documental como técnica para recopilar datos importantes que ayudó a enmarcar los hechos. El material abordado se conformó por tesis de grado, investigaciones científicas y trabajos arbitrados, entre otros. Se concluye que, para el logro de una gestión educativa dinámica, de actualidad, cooperativa e inclusiva, los docentes deben reorientar el proceso de enseñanza-aprendizaje desde la diversificación y el diseño universal lo cual promoverá un ambiente de estudio y formación inclusiva, desde la renovación del currículo y con el uso de herramientas de tecnología, generando un ambiente de participación y compromiso.",Humanities; Political science; Philosophy,2023,2023-04-15,10.35381/cm.v9i1.1066,https://doi.org/10.35381/cm.v9i1.1066,https://openalex.org/W4385238121,True,https://www.cienciamatriarevista.org.ve/index.php/cm/article/download/1066/1775,revisar,3,coincidencia amplia con gestión/liderazgo educativo,"frase media en resumen/palabras clave: gestion educativa, gestión educativa | gestión/liderazgo + educación genérica"
10.15517/rge.v9i1.53342,2026-04-06,gestión educativa,OpenAlex,Gestión de la educación,article,Catty Orellana Guevara,Aprendizaje basado en problemas y el desarrollo de competencias de gestión: visión del estudiantado de administración educativa de la universidad de Costa Rica,"Este ensayo presenta percepciones obtenidas del estudiantado de la Licenciatura de la carrera de Administración de la Educación de la Universidad de Costa Rica, en el curso de licenciatura Investigación en la administración de la Educción I, enfocadas en las competencias que les faculte para su futuro ejercicio profesional. Nace a partir de la condición en que se encuentra la educación costarricense y la necesidad de mejorar el perfil académico de las personas administradoras de la educación con respecto a la formación de profesionales para la gestión de los centros educativos. Por tanto, se tiene como objetivo presentar las competencias que desarrolla la estrategia de aprendizaje basado en problemas para la gestión educativa. Se concluye que, la universidad es la llamada a contribuir con el desarrollo de competencias para que el estudiantado sea capaz de demostrar conocimientos, destrezas y actitudes, desde el saber, saber hacer y saber ser profesional. Palabras clave: Competencias profesionales; Gestión de la Educación; Investigación; Solución de Problemas; Formación Universitaria",Humanities; Persona; Political science; Art,2023,2023-01-03,10.15517/rge.v9i1.53342,https://doi.org/10.15517/rge.v9i1.53342,https://openalex.org/W4391022503,True,https://revistas.ucr.ac.cr/index.php/gestedu/article/download/53342/54268,revisar,3,coincidencia amplia con gestión/liderazgo educativo,"frase media en resumen/palabras clave: gestion educativa, gestión educativa | gestión/liderazgo + educación genérica"
10.37117/s.v1i16.244,2026-04-06,gestión educativa,OpenAlex,Revista Científica Sinapsis,article,Fabrina Monserrate Cedeño Mendoza; Gilberto Antonio Jarre Cedeño; Raquel Inés Macías Cedeño; Gilberto Rafael Jarre Vera,Técnicas activas para la enseñanza de la educación superior en el proceso pedagógico intra-aula,"El presente es un estudio que enfatiza la investigación de técnicas para la enseñanza de la educación superior en el proceso pedagógico intra-aula, el mismo que se respalda bajo los objetivos: a) Incidencia y monitoreo de la aplicación de técnicas activas en el proceso pedagógico de la educación superior, b) Evaluación de técnicas activas en el proceso pedagógico intra-aula. Básicamente hacer que el estudiante de educación superior piense productivamente, desarrollando su razonamiento, enseñándole a enfrentar situaciones nuevas, brindando la oportunidad de involucrarse en la clase para que el aprendizaje sea más interesante, y de esta manera equipar al estudiante con estrategias para resolver problemas, proporcionándole técnicas que sirvan de ayuda en su perfeccionamiento profesional. El tratamiento metodológico de la investigación está basado en las siguientes modalidades: bibliográfica, de Campo, y Cuasi- experimental. Además, se usó los siguientes tipos de investigación: exploratorio, el descriptivo, el analítico, el sintético. Los resultados exteriorizan que los docentes de educación superior si aplican técnicas pedagógicas activas en los diferentes procesos de la gestión educativa, llegando a la conclusión que los docentes si aplican técnicas en el proceso pedagógico intra-aula, las mismas que facilitan el aprendizaje significativo de los estudiantes garantizando la calidad de educación, esto fue también exteriorizado por los estudiantes quienes afirman que la aplicación de técnicas por parte de los docentes ayuda a resolver problemas de la vida cotidiana.",Humanities; Art,2020,2020-04-06,10.37117/s.v1i16.244,https://doi.org/10.37117/s.v1i16.244,https://openalex.org/W3015531637,True,https://revistas.itsup.edu.ec/index.php/sinapsis/article/download/244/395,revisar,3,coincidencia amplia con gestión/liderazgo educativo,"frase media en resumen/palabras clave: gestion educativa, gestión educativa | gestión/liderazgo + educación genérica"
10.55873/rad.v3i1.292,2026-04-06,gestión educativa,OpenAlex,Revista Amazonía Digital,article,Alex Ali Vargas-Quispe; Jaime Cesar Prieto-Luna,Predicción del rendimiento académico estudiantil usando algoritmos de aprendizaje supervisado en una universidad de la selva peruana,"El rendimiento académico es crucial para la gestión educativa, y la predicción de este puede optimizar la toma de decisiones. Este estudio tuvo como objetivo predecir el rendimiento académico de estudiantes universitarios mediante tres algoritmos de aprendizaje supervisado: K-Vecinos más cercanos (KNN), Naive Bayes (NB) y Árbol de Decisión (AD). Se utilizaron datos de 813 estudiantes, incluyendo variables socioeconómicas y académicas. Los datos fueron preprocesados y evaluados a través de métricas como precisión, recuperación, exactitud y AUC-ROC. El modelo KNN fue el más efectivo, alcanzando una exactitud del 81.97%, lo que lo convierte en la mejor opción para predecir el rendimiento académico. Aunque mostró una recuperación moderada, su precisión fue la más alta, demostrando un buen equilibrio en la clasificación de los estudiantes. En conclusión, KNN es una herramienta prometedora para que las instituciones educativas identifiquen estudiantes en riesgo y mejoren sus estrategias de intervención, ayudando a elevar el rendimiento académico y reducir la deserción.",Art,2024,2024-01-25,10.55873/rad.v3i1.292,https://doi.org/10.55873/rad.v3i1.292,https://openalex.org/W4406348494,True,https://revistas.unamad.edu.pe/index.php/rad/article/download/292/650,revisar,3,coincidencia amplia con gestión/liderazgo educativo,"frase media en resumen/palabras clave: gestion educativa, gestión educativa | gestión/liderazgo + educación genérica"
10.33996/revistahorizontes.v8i35.855,2026-04-06,gestión educativa,OpenAlex,Horizontes Revista de Investigación en Ciencias de la Educación,article,J.A. Nova Villanueva,Gestión educativa y calidad formativa de investigación en la educación universitaria,"El estudio tuvo como objetivo analizar la relación entre la gestión educativa y la calidad formativa en la investigación de estudiantes universitarios peruanos inscritos en cursos de metodología de la investigación. Se empleó un diseño mixto, recolectando datos cualitativos y cuantitativos mediante dos cuestionarios validados y entrevistas semiestructuradas. La muestra incluyó a 232 estudiantes, 5 docentes y 5 administrativos. Los resultados revelaron una relación directa y significativa entre las variables, con un coeficiente Rho de .849* (p &lt; .001). Esto indica que el aumento o disminución de una variable afecta proporcionalmente a la otra. Además, docentes y administrativos destacaron la importancia de la gestión educativa como un factor clave para potenciar la formación investigativa, favoreciendo el desarrollo profesional de los estudiantes y fortaleciendo la orientación académica en la investigación a nivel nacional.",Humanities; Political science; Philosophy,2024,2024-10-21,10.33996/revistahorizontes.v8i35.855,https://doi.org/10.33996/revistahorizontes.v8i35.855,https://openalex.org/W4405023051,True,https://revistahorizontes.org/index.php/revistahorizontes/article/download/1743/2880,revisar,6,coincidencia amplia con gestión/liderazgo educativo,"frase media en título: gestion educativa, gestión educativa | frase media en resumen/palabras clave: gestion educativa, gestión educativa | gestión/liderazgo + educación genérica"
10.5281/zenodo.8121943,2026-04-06,gestión educativa,OpenAlex,Zenodo (CERN European Organization for Nuclear Research),article,Ubaldo Enrique Peñata Luna; Zully Cuéllar López,"La educación ambiental en Colombia: avances, logros, retos y perspectivas para la consolidación de una cultura ecológica","Desde 1968 hasta la actualidad, Colombia ha participado en eventos internacionales proambientalistas. Las declaraciones y acuerdos suscritos en esos eventos se han convertido en el timón que guía sus políticas nacionales en materia ambiental. Luego de adecuar su marco legal a los requerimientos exigidos y aplicar sistemáticamente un conjunto de acciones pertinentes, conviene hacer un alto para valorar el impacto de su gestión. Este artículo tuvo como propósito analizar el desarrollo evolutivo de la educación ambiental a nivel internacional, con la participación de Colombia, considerando los avances, logros, retos y perspectivas en relación con los acuerdos suscritos entre los organismos involucrados. Se fundamentó en los aportes teóricos de la UNESCO (2021), De Los Ríos (2018), Muñoz y Páramo (2018), Mora (2015), entre otros. La metodología aplicada fue cualitativa, enmarcada en el paradigma interpretativo, con diseño documental. Los resultados revelan que el marco legal y la gestión educativa proambientalista muestran logros significativos en orden a las declaraciones y acuerdos internacionales suscritos. Destaca como conclusión, el compromiso de la nación en mejorar los mecanismos de participación, gestión y divulgación del conocimiento para lograr que los programas de educación ambiental puedan formularse y aplicarse bajo un enfoque sustentable, holístico e integral, cuyo impacto se exprese mediante manifestaciones de conciencia ecológica en la población colombiana, como expresión de una cultura favorable a la consolidación del modelo de desarrollo humano que reclama la sociedad actual.",Humanities; Political science; Philosophy,2022,2022-08-15,10.5281/zenodo.8121943,https://zenodo.org/record/8121943,https://openalex.org/W4383478043,True,https://zenodo.org/record/8121943,revisar,3,coincidencia amplia con gestión/liderazgo educativo,"frase media en resumen/palabras clave: gestion educativa, gestión educativa | gestión/liderazgo + educación genérica"
10.1016/j.ijedro.2024.100327,2026-04-06,gestión educativa,OpenAlex,International Journal of Educational Research Open,article,Luis Alberto Geraldo Campos; Romel Arturo Rosales-Gomero; Juan J. Soria; Jacksaint Saintila,Psychometric properties of the digital competences scale in regular basic education teachers,"Since the introduction of technology in the classroom, there has been a growing demand for digital competencies, which has driven the need for validated instruments to assess this concept more prominently. Therefore, this study determined the psychometric properties of a self-assessment scale of digital competencies for teachers of Regular Basic Education. The study was carried out in the Unidad de Gestión Educativa Local (UGEL)/District Education Management Unit of Barranca and Huaura located north of Lima, Peru. A cross-sectional and instrumental quantitative methodological strategy was used, in which exploratory factor analysis (EFA) and confirmatory factor analysis (CFA) techniques were used, and 534 teachers were surveyed. The results show an EFA with two factors and loadings greater than 0.4, a KMO equal to 0.957, and a cumulative variance of 51.30%. The CFA analysis validated three models, where model 2 with three factors, Evaluación y Promoción (EP)/Evaluation and Promotion; Recursos Digitales en la Enseñanza (RDE)/Digital Resources in Teaching; and Participación Profesional en el Aprendizaje (PPA)/Professional Participation in Learning, yielded high correlations and adequate goodness-of-fit indices close to unity (X2/df =1.476; RMSEA=0.042; TLI=0.97; and CFI=0.97). It can be observed that model 2, which includes three factors, presents more appropriate measures, which makes it the most suitable option for assessing digital competencies in teachers of Regular Basic Education.",Structural equation modeling; Confirmatory factor analysis; Exploratory factor analysis; Promotion (chess); Scale (ratio); Psychology; Goodness of fit; Unit (ring theory); Mathematics; Mathematics education; Statistics; Geography; Cartography; Political science,2024,2024-01-15,10.1016/j.ijedro.2024.100327,https://doi.org/10.1016/j.ijedro.2024.100327,https://openalex.org/W4390891768,True,https://doi.org/10.1016/j.ijedro.2024.100327,revisar,3,coincidencia amplia con gestión/liderazgo educativo,"frase media en resumen/palabras clave: gestion educativa, gestión educativa | gestión/liderazgo + educación genérica"
10.59282/reincisol.v3(5)1655-1677,2026-04-06,gestión educativa,OpenAlex,Reincisol,article,Santa Rocío Toala Ponce; Betsy Katherine Cambindo Quiñónez; Nubia Simona Galván Gracia; Gladys Janet Betancourt Sevilla,Aspectos más relevantes de la planeación y gestión educativa,"La planificación es el proceso básico de la gestión educativa en cualquier institución de acuerdo con ello, se ordenan y orientan los trabajos en las áreas que integran la estructura universitaria. La planificación es también una herramienta que permite a la institución saber dónde está y a adonde quiere llegar en un determinado tiempo, con indicaciones importantes, aspectos de la filosofía organizacional. Esta investigación tiene como objetivo primordial desarrollar un modelo integrado de planificación estratégica para describir la relación que existe con la gestión educativa. Debido a que en la realidad los esfuerzos de la planeación estratégica en ciertos espacios quedan rezagados por diferentes inconvenientes que se presentan en la mayoría de las instituciones y no se llegan a cumplir las metas trazadas se debe seguir buscando las estrategias que permita incentivar a todos los miembros que conforman o son parte de una institución educativa para llevar a cabalidad lo planificado y conseguir mejoras en la educación. La metodología se enmarcó en la búsqueda bibliográfica, criterios de selección, recuperación de información de fuentes documentales, se evaluó la calidad de los artículos seleccionados, se analizó la variabilidad, fiabilidad y validez de los artículos y libros. Se concluye que la planificación estratégica es el apoyo de diversas organizaciones e instituciones, que permite enfrentar mejor y con mayor eficacia los diferentes procesos de cambio que se presentan.",Art; Humanities,2024,2024-06-22,10.59282/reincisol.v3(5)1655-1677,http://dx.doi.org/10.59282/reincisol.v3(5)1655-1677,https://openalex.org/W4399913183,True,https://www.reincisol.com/ojs/index.php/reincisol/article/download/170/322,revisar,6,coincidencia amplia con gestión/liderazgo educativo,"frase media en título: gestion educativa, gestión educativa | frase media en resumen/palabras clave: gestion educativa, gestión educativa | gestión/liderazgo + educación genérica"
