document_id,publication_document_id,model,corpus,topic_id,topic_probability,hdbscan_membership_strength,bertopic_topic_distribution_max,bertopic_second_topic_id,bertopic_second_distribution,probability_margin,outlier_score,is_outlier,is_ambiguous,year,language,title,doi,source,corpus_unit,topic_original,topic_after_outlier_reduction,outlier_reassigned,original_topic,suggested_topic,reassignment_method,reassignment_confidence,accepted_reassignment,relevance_status,relevance_score,silhouette,distance_to_centroid,local_consistency,nearest_topic,nearest_centroid_similarity,second_nearest_topic,second_nearest_centroid_similarity,assignment_margin,semantic_distance_to_centroid
doi:10.35445/alishlah.v17i2.6688,doi:10.35445/alishlah.v17i2.6688,BERTopic-METADATA-MULTILINGUAL,metadata,1,1.0,1.0,1.0,13,4.700733540565301e-308,1.0,0.0,False,False,2025,en,Enhancing Elementary School Management: An Evaluation of Facilities and Infrastructure Management with CIPP Model,10.35445/alishlah.v17i2.6688,OpenAlex,metadata,1,1,False,1,,,,False,included,1.020847,0.474823,0.682836,1.0,1,0.835924,2,0.775517,0.060408,0.164075
doi:10.26871/killkanasocial.v7i3.1406,doi:10.26871/killkanasocial.v7i3.1406,BERTopic-METADATA-MULTILINGUAL,metadata,1,0.9463163764391572,0.946316,0.5286519777896633,4,0.05382027016353054,0.4748317076261328,0.053684,False,False,2023,es,Análisis comparativo entre los estándares de calidad del Ministerio de Educación y del Consejo de Aseguramiento de la Calidad de la Educación Superior,10.26871/killkanasocial.v7i3.1406,OpenAlex,metadata,1,1,False,1,,,,False,included,1.007933,0.499576,0.540686,0.9,1,0.849777,7,0.788255,0.061521,0.150223
doi:10.46589/rdiasf.vi38.531,doi:10.46589/rdiasf.vi38.531,BERTopic-METADATA-MULTILINGUAL,metadata,1,0.9462430277346507,0.946243,0.22103504985163475,7,0.21549798854987884,0.005537061301755908,0.053757,False,False,2023,es,El diagnóstico en el proceso administrativo para la mejora de los procesos de gestión administrativa,10.46589/rdiasf.vi38.531,OpenAlex,metadata,1,1,False,1,,,,False,included,1.015215,-0.108502,1.116772,1.0,7,0.761266,1,0.757819,0.003448,0.242181
doi:10.17060/ijodaep.2022.n1.v2.2333,doi:10.17060/ijodaep.2022.n1.v2.2333,BERTopic-METADATA-MULTILINGUAL,metadata,1,1.0,1.0,1.0,4,4.769964109572558e-308,1.0,0.0,False,False,2022,es,Satisfacción del profesorado y alumnado con la calidad de la educación superior,10.17060/ijodaep.2022.n1.v2.2333,OpenAlex,metadata,1,1,False,1,,,,False,included,1.005764,0.471136,0.508296,1.0,1,0.856951,7,0.818516,0.038435,0.143049
doi:10.37811/cl_rcm.v10i1.22704,doi:10.37811/cl_rcm.v10i1.22704,BERTopic-METADATA-MULTILINGUAL,metadata,1,0.888980447444201,0.88898,0.21756430058643988,1,0.12348241003634554,0.09408189055009435,0.11102,False,False,2026,es,"Gestión Educativa y Desempeño Docente según la Percepción de Estudiantes Quinto Secundaria, Instituciones Educativas Públicas - Cercado Pachacamac",10.37811/cl_rcm.v10i1.22704,OpenAlex,metadata,1,1,False,1,,,,False,included,0.6598,-0.152452,1.026057,0.8,1,0.929207,4,0.927143,0.002064,0.070793
doi:10.29333/aje.2020.511a,doi:10.29333/aje.2020.511a,BERTopic-METADATA-MULTILINGUAL,metadata,1,0.9145347199403383,0.914535,0.17286183422727613,13,0.1399272430109617,0.032934591216314424,0.085465,False,False,2020,en,School Management Mechanisms and Control of Discipline among Pupils in Primary Schools: An Analysis of Discipline in Upper Primary Level,10.29333/aje.2020.511a,OpenAlex,metadata,1,1,False,1,,,,False,included,1.034581,0.118205,0.921465,0.7,1,0.835047,13,0.809534,0.025512,0.164953
record:a4621b0e2a0975ff3bb90653,record:a4621b0e2a0975ff3bb90653,BERTopic-METADATA-MULTILINGUAL,metadata,1,0.9576393156828105,0.957639,0.2550233942786951,4,0.11363525592447375,0.14138813835422132,0.042361,False,False,2025,es,Prácticas de gestión escolar y su impacto en la calidad educativa en una institución educativa pública Chorrillos Lima 2025,,OpenAlex,metadata,1,1,False,1,,,,False,included,1.012093,0.338359,0.749411,1.0,1,0.922143,4,0.911957,0.010186,0.077856
doi:10.5281/zenodo.21401954,doi:10.5281/zenodo.21401954,BERTopic-METADATA-MULTILINGUAL,metadata,1,0.9462430277346507,0.946243,0.2368293383757457,1,0.20978505108582865,0.027044287289917063,0.053757,False,False,2026,es,Dimensiones comparativas de la gestión administrativa y la gestión educativa,10.5281/zenodo.21401954,OpenAlex,metadata,1,1,False,1,,,,False,included,1.01754,-0.156592,1.144208,1.0,1,0.881085,7,0.869992,0.011092,0.118916
doi:10.37811/cl_rcm.v6i5.3148,doi:10.37811/cl_rcm.v6i5.3148,BERTopic-METADATA-MULTILINGUAL,metadata,1,1.0,1.0,1.0,7,7.6840161056549e-308,1.0,0.0,False,False,2022,es,Influencia de la evaluación del desempeño directivo y su efectividad en la gestión pública de la educación escolar,10.37811/cl_rcm.v6i5.3148,OpenAlex,metadata,1,1,False,1,,,,False,included,1.0177,0.278894,0.495291,0.9,1,0.929186,4,0.890518,0.038668,0.070814
record:271298bee279efacee36533f,record:271298bee279efacee36533f,BERTopic-METADATA-MULTILINGUAL,metadata,1,0.9576393156828105,0.957639,0.39482658701936435,4,0.07969527684883725,0.3151313101705271,0.042361,False,False,2026,es,"Gestión Educativa y Calidad Educativa con Directivos, Docentes y Administrativos de una Institución Pública De Sullana 2025",,OpenAlex,metadata,1,1,False,1,,,,False,included,1.004545,0.452196,0.634457,0.9,1,0.9384,4,0.897582,0.040818,0.0616
doi:10.48082/espacios-a20v41n44p01,doi:10.48082/espacios-a20v41n44p01,BERTopic-METADATA-MULTILINGUAL,metadata,7,0.9999788921939083,0.999979,0.6332706439764572,1,0.05941389689784209,0.5738567470786151,2.1e-05,False,False,2020,es,Gestión educativa estratégica como eje para la transformación de comunidades de aprendizaje,10.48082/espacios-a20v41n44p01,OpenAlex,metadata,7,7,False,7,,,,False,included,1.009353,0.607798,0.249665,0.7,7,0.92377,1,0.873936,0.049834,0.07623
record:d3c139ec05324e3085b25c50,record:d3c139ec05324e3085b25c50,BERTopic-METADATA-MULTILINGUAL,metadata,7,0.9424857764555747,0.942486,0.39963904044895965,1,0.08854084735993245,0.3110981930890272,0.057514,False,False,2021,es,La Educación en tiempos de incertidumbre: reflexiones desde el Currículo y la Gestión Educativa,,OpenAlex,metadata,7,7,False,7,,,,False,included,0.656894,0.617256,0.288144,0.7,7,0.827884,4,0.766363,0.061522,0.172116
doi:10.19053/uptc.9789586608350,doi:10.19053/uptc.9789586608350,BERTopic-METADATA-MULTILINGUAL,metadata,7,1.0,1.0,1.0,1,7.463765814074092e-308,1.0,0.0,False,False,2024,es,"Gestión Educativa, Perspectivas, Actores y Contextos",10.19053/uptc.9789586608350,OpenAlex,metadata,7,7,False,7,,,,False,included,1.007171,0.557437,0.47162,0.9,7,0.850778,0,0.806007,0.044772,0.149222
doi:10.60100/tsede.v7i1.186,doi:10.60100/tsede.v7i1.186,BERTopic-METADATA-MULTILINGUAL,metadata,7,1.0,1.0,1.0,12,4.840731678157171e-308,1.0,0.0,False,False,2024,es,ANÁLISIS DE DIMENSIONES PARA LA GESTIÓN EDUCATIVA A DISTANCIA,10.60100/tsede.v7i1.186,OpenAlex,metadata,7,7,False,7,,,,False,included,0.656108,0.61034,0.588137,1.0,7,0.81456,3,0.806255,0.008305,0.18544
doi:10.18537/ripa.15.02,doi:10.18537/ripa.15.02,BERTopic-METADATA-MULTILINGUAL,metadata,7,0.9999788921939083,0.999979,0.3126113343124806,1,0.10749410481055094,0.20511722950192968,2.1e-05,False,False,2024,es,La gestión educativa en el currículo de la asignatura de Educación Cultural y Artística,10.18537/ripa.15.02,OpenAlex,metadata,7,7,False,7,,,,False,included,1.012263,0.601831,0.355498,1.0,7,0.8862,3,0.83119,0.05501,0.1138
doi:10.36996/delectus.v6i2.208,doi:10.36996/delectus.v6i2.208,BERTopic-METADATA-MULTILINGUAL,metadata,7,1.0,1.0,1.0,1,8.307587958689719e-308,1.0,0.0,False,False,2023,es,Gestión educativa desde la perspectiva epistemológica de la complejidad en la gerencia del siglo XXI,10.36996/delectus.v6i2.208,OpenAlex,metadata,7,7,False,7,,,,False,included,1.009682,0.456192,0.69117,0.8,7,0.911569,1,0.864317,0.047252,0.088431
doi:10.22201/cuaieed.20074751e.2022.27.82004,doi:10.22201/cuaieed.20074751e.2022.27.82004,BERTopic-METADATA-MULTILINGUAL,metadata,7,0.962223335169522,0.962223,0.3586762820430326,12,0.0967430298281054,0.2619332522149272,0.037777,False,False,2022,es,La evolución del primer bachillerato con un currículum de recursos abiertos,10.22201/cuaieed.20074751e.2022.27.82004,OpenAlex,metadata,7,7,False,7,,,,False,included,1.005944,0.445342,0.743749,0.7,7,0.792245,3,0.754549,0.037696,0.207755
doi:10.15517/rge.v8i1.51764,doi:10.15517/rge.v8i1.51764,BERTopic-METADATA-MULTILINGUAL,metadata,7,1.0,1.0,1.0,1,7.556719500921524e-308,1.0,0.0,False,False,2022,es,Gestión educativa. Una mirada desde el paradigma de la complejidad,10.15517/rge.v8i1.51764,OpenAlex,metadata,7,7,False,7,,,,False,included,0.672522,0.502791,0.62903,0.9,7,0.908059,3,0.847683,0.060376,0.091941
doi:10.4067/s0718-07052024000200319,doi:10.4067/s0718-07052024000200319,BERTopic-METADATA-MULTILINGUAL,metadata,7,1.0,1.0,1.0,1,5.978730561321995e-308,1.0,0.0,False,False,2024,es,Gestión educativa basada en evidencias para la mejora escolar,10.4067/s0718-07052024000200319,OpenAlex,metadata,7,7,False,7,,,,False,included,1.008644,0.614622,0.328712,0.6,7,0.807775,1,0.760976,0.046799,0.192225
doi:10.56712/latam.v5i5.2697,doi:10.56712/latam.v5i5.2697,BERTopic-METADATA-MULTILINGUAL,metadata,7,1.0,1.0,1.0,1,5.137208877545972e-308,1.0,0.0,False,False,2024,es,Funcionamiento de los consejos técnicos escolares: obstáculos y oportunidades,10.56712/latam.v5i5.2697,OpenAlex,metadata,7,7,False,7,,,,False,included,1.018983,0.594689,0.524894,0.7,7,0.858291,1,0.850237,0.008054,0.141708
doi:10.37843/rted.v16i2.389,doi:10.37843/rted.v16i2.389,BERTopic-METADATA-MULTILINGUAL,metadata,3,0.8047904133253205,0.80479,0.1221773556861589,12,0.11154666645728488,0.010630689228874016,0.19521,False,True,2023,es,Gestión Escolar en las Instituciones del Nivel Inicial,10.37843/rted.v16i2.389,OpenAlex,metadata,3,3,False,3,,,,False,included,1.009177,-0.177167,1.190922,0.4,7,0.927797,1,0.927638,0.000158,0.080131
doi:10.60112/erc.v5.i4.608,doi:10.60112/erc.v5.i4.608,BERTopic-METADATA-MULTILINGUAL,metadata,3,0.8560990304913025,0.856099,0.20762050110875116,12,0.13365683281740792,0.07396366829134324,0.143901,False,False,2025,es,Legado educativo de Juan Velasco Alvarado y su incidencia en el modelo educativo peruano del 2025,10.60112/erc.v5.i4.608,OpenAlex,metadata,3,3,False,3,,,,False,included,1.006245,0.302394,0.553207,0.9,3,0.861637,12,0.85531,0.006327,0.138363
record:4e0bf8772db07419148820f0,record:4e0bf8772db07419148820f0,BERTopic-METADATA-MULTILINGUAL,metadata,3,0.8131812873524522,0.813181,0.24733047293841978,12,0.08240196926868226,0.16492850366973752,0.186819,False,False,2025,es,Relaciones interpersonales y la gestión de la escuela articulada a la comunidad educativa en una UGEL de Amazonas año 2025,,OpenAlex,metadata,3,3,False,3,,,,False,included,1.008056,0.346498,0.755595,0.6,3,0.873736,4,0.846018,0.027718,0.126264
doi:10.37811/cl_rcm.v8i3.12103,doi:10.37811/cl_rcm.v8i3.12103,BERTopic-METADATA-MULTILINGUAL,metadata,3,0.924971895490544,0.924972,0.2436110184859836,12,0.1551464620556868,0.0884645564302968,0.075028,False,False,2024,es,"Ecuador: Escuelas Públicas y Privadas: Gestión, Docentes y Alumnos",10.37811/cl_rcm.v8i3.12103,OpenAlex,metadata,3,3,False,3,,,,False,included,1.008707,0.268817,0.601673,1.0,3,0.928772,12,0.874078,0.054694,0.071228
doi:10.24320/redie.2024.26.e01.5528,doi:10.24320/redie.2024.26.e01.5528,BERTopic-METADATA-MULTILINGUAL,metadata,3,1.0,1.0,1.0,12,6.504303773392924e-308,1.0,0.0,False,False,2024,es,Repensando la gestión educativa de la escuela en el contexto mapuche,10.24320/redie.2024.26.e01.5528,OpenAlex,metadata,3,3,False,3,,,,False,included,1.006763,0.396856,0.5721,1.0,3,0.928459,7,0.8879,0.040559,0.071541
doi:10.60909/bdigital/handle.001.13312,doi:10.60909/bdigital/handle.001.13312,BERTopic-METADATA-MULTILINGUAL,metadata,3,0.8535840532713838,0.853584,0.16870545666212397,4,0.14251371867257043,0.026191737989553543,0.146416,False,False,2024,es,Evaluación de la incidencia de la ruta de autoevaluación en tres IED de Bogotá,10.60909/bdigital/handle.001.13312,OpenAlex,metadata,3,3,False,3,,,,False,included,1.011183,0.025539,0.931302,0.8,4,0.745741,3,0.744722,0.001019,0.255278
doi:10.32719/26312816.2024.8.1.7,doi:10.32719/26312816.2024.8.1.7,BERTopic-METADATA-MULTILINGUAL,metadata,3,0.8755855959144534,0.875586,0.2546870370072743,12,0.15879124617225743,0.09589579083501687,0.124414,False,False,2024,es,Fenómeno de El Niño y la escuela en el Perú: ¿Qué sabemos sobre los impactos de los últimos tres eventos?,10.32719/26312816.2024.8.1.7,OpenAlex,metadata,3,3,False,3,,,,False,included,1.008989,0.299558,0.308905,0.7,3,0.848887,12,0.783465,0.065422,0.151113
doi:10.59659/revistatribunal.v4i8.56,doi:10.59659/revistatribunal.v4i8.56,BERTopic-METADATA-MULTILINGUAL,metadata,3,0.8697513842909433,0.869751,0.20282319848319258,12,0.12617282829367757,0.07665037018951501,0.130249,False,False,2024,es,Desempeño docente en educación básica regular en Perú: una revisión sistemática,10.59659/revistatribunal.v4i8.56,OpenAlex,metadata,3,3,False,3,,,,False,included,0.666075,0.285864,0.581999,0.8,3,0.906401,4,0.902378,0.004024,0.093598
doi:10.56048/mqr20225.8.3.2024.3133-3153,doi:10.56048/mqr20225.8.3.2024.3133-3153,BERTopic-METADATA-MULTILINGUAL,metadata,3,0.924971895490544,0.924972,0.23584569626588506,12,0.1657248635667986,0.07012083269908645,0.075028,False,False,2024,es,"""Presupuestos para el efectivo ejercicio de participación, a través del consejo de participación ciudadana y control social del Ecuador"".",10.56048/mqr20225.8.3.2024.3133-3153,OpenAlex,metadata,3,3,False,3,,,,False,included,1.021912,0.233229,0.589254,1.0,3,0.906254,12,0.864467,0.041787,0.093746
doi:10.15366/tp2021.37.002,doi:10.15366/tp2021.37.002,BERTopic-METADATA-MULTILINGUAL,metadata,3,1.0,1.0,1.0,12,6.86380071937613e-308,1.0,0.0,False,False,2020,es,Programas educativos dirigidos a poblaciones de los territorios rurales. Experiencias en Argentina y México,10.15366/tp2021.37.002,OpenAlex,metadata,3,3,False,3,,,,False,included,1.017289,0.412037,0.485656,1.0,3,0.887712,12,0.843296,0.044416,0.112288
doi:10.22521/edupij.2024.131.1,doi:10.22521/edupij.2024.131.1,BERTopic-METADATA-MULTILINGUAL,metadata,9,1.0,1.0,1.0,2,2.2163158844153464e-308,1.0,0.0,False,False,2024,en,School Leadership and Management in the Age of Artificial Intelligence (AI): Recent Developments and Future Prospects,10.22521/edupij.2024.131.1,OpenAlex,metadata,9,9,False,9,,,,False,included,1.020052,0.857116,0.334976,1.0,9,0.884753,2,0.684911,0.199842,0.115247
doi:10.37811/cl_rcm.v8i6.15127,doi:10.37811/cl_rcm.v8i6.15127,BERTopic-METADATA-MULTILINGUAL,metadata,9,0.831889009490938,0.831889,0.6432914614096222,2,0.03316040460256141,0.6101310568070608,0.168111,False,False,2024,es,La inteligencia emocional y su impacto en el aprendizaje,10.37811/cl_rcm.v8i6.15127,OpenAlex,metadata,9,9,False,9,,,,False,included,0.997899,0.868011,0.133973,1.0,9,0.89553,7,0.714051,0.18148,0.10447
doi:10.70023/piqm24124,doi:10.70023/piqm24124,BERTopic-METADATA-MULTILINGUAL,metadata,9,0.9538564022673329,0.953856,0.8016780002445514,2,0.029320567225389747,0.7723574330191616,0.046144,False,False,2024,en,Optimizing School Management through Genetic Algorithm-Driven Pattern Mining for Educational Process Enhancement,10.70023/piqm24124,OpenAlex,metadata,9,9,False,9,,,,False,included,0.986169,0.792631,0.347945,1.0,9,0.693996,2,0.667518,0.026478,0.306004
doi:10.59721/rinve.v3i1.32,doi:10.59721/rinve.v3i1.32,BERTopic-METADATA-MULTILINGUAL,metadata,9,1.0,1.0,1.0,2,2.7166607623417547e-308,1.0,0.0,False,False,2025,es,NUMELA: Un modelo predictivo para prevenir el abandono escolar mediante Inteligencia Artificial y Neuromarketing,10.59721/rinve.v3i1.32,OpenAlex,metadata,9,9,False,9,,,,False,included,0.993173,0.858285,0.181003,1.0,9,0.814771,7,0.718728,0.096043,0.185229
doi:10.5281/zenodo.19871446,doi:10.5281/zenodo.19871446,BERTopic-METADATA-MULTILINGUAL,metadata,9,0.6296869216923593,0.629687,0.48823291246473677,2,0.027005326143898917,0.4612275863208378,0.370313,False,False,2026,es,"Inteligencia Artificial para la Gestión del Aula: Automatización de la Asistencia, Reportes Cualitativos y Comunicación Estratégica con Familias",10.5281/zenodo.19871446,OpenAlex,metadata,9,9,False,9,,,,False,included,0.99502,0.798747,0.323226,1.0,9,0.872037,2,0.741892,0.130146,0.127963
doi:10.55813/gaea/ccri/v5/n2/538,doi:10.55813/gaea/ccri/v5/n2/538,BERTopic-METADATA-MULTILINGUAL,metadata,9,1.0,1.0,1.0,2,2.3756201401370616e-308,1.0,0.0,False,False,2024,es,Aplicación de la gestión educativa con inteligencia artificial en la enseñanza en educación superior y las ciencias sociales,10.55813/gaea/ccri/v5/n2/538,OpenAlex,metadata,9,9,False,9,,,,False,included,0.642128,0.882893,0.158737,1.0,9,0.946893,7,0.769458,0.177435,0.053107
doi:10.36557/2674-8169.2024v6n3p1225-1242,doi:10.36557/2674-8169.2024v6n3p1225-1242,BERTopic-METADATA-MULTILINGUAL,metadata,9,1.0,1.0,1.0,2,2.829815611160936e-308,1.0,0.0,False,False,2024,es,LA INTELIGENCIA DE NEGOCIOS Y LA ANALÍTICA DE DATOS IMPULSANDO EL DESARROLLO ACADÉMICO,10.36557/2674-8169.2024v6n3p1225-1242,OpenAlex,metadata,9,9,False,9,,,,False,included,1.005598,0.838162,0.251535,1.0,9,0.826655,7,0.745367,0.081288,0.173345
doi:10.1155/2022/7774185,doi:10.1155/2022/7774185,BERTopic-METADATA-MULTILINGUAL,metadata,9,1.0,1.0,1.0,2,2.422884436253721e-308,1.0,0.0,False,False,2022,en,[Retracted] The Development and Management Work Innovation of University Students by Artificial Intelligence and Deep Learning in the Wireless Network Era,10.1155/2022/7774185,OpenAlex,metadata,9,9,False,9,,,,False,included,0.978277,0.881975,0.130496,1.0,9,0.75748,2,0.672243,0.085237,0.24252
doi:10.37260/repe.v8n16.4,doi:10.37260/repe.v8n16.4,BERTopic-METADATA-MULTILINGUAL,metadata,9,1.0,1.0,1.0,2,2.496380341942487e-308,1.0,0.0,False,False,2026,es,"Inteligencia artificial y Ciencias Sociales en secundaria, y su relevancia en el sistema educativo boliviano",10.37260/repe.v8n16.4,OpenAlex,metadata,9,9,False,9,,,,False,included,0.991533,0.883848,0.082479,1.0,9,0.892807,3,0.716372,0.176436,0.107193
doi:10.5281/zenodo.17959860,doi:10.5281/zenodo.17959860,BERTopic-METADATA-MULTILINGUAL,metadata,9,0.9883330298369457,0.988333,0.8718875795016477,2,0.021322281013907828,0.8505652984877399,0.011667,False,False,2025,es,La inteligencia se contagia: Estrategias sociales para transformar el bachillerato,10.5281/zenodo.17959860,OpenAlex,metadata,9,9,False,9,,,,False,included,1.001836,0.818387,0.298836,1.0,9,0.754155,7,0.70767,0.046485,0.245845
record:c8715fdc1d687fa0720451e4,record:c8715fdc1d687fa0720451e4,BERTopic-METADATA-MULTILINGUAL,metadata,4,1.0,1.0,1.0,13,3.7998753573256255e-308,1.0,0.0,False,False,2024,es,"La autonomía directiva y gestión escolar pública de una institución educativa de Ayacucho, 2023",,OpenAlex,metadata,4,4,False,4,,,,False,included,1.011013,0.625145,0.5479,1.0,4,0.902164,1,0.869926,0.032238,0.097836
doi:10.38147/invneg.v17i29.270,doi:10.38147/invneg.v17i29.270,BERTopic-METADATA-MULTILINGUAL,metadata,4,0.9235449884572,0.923545,0.5431877268360219,1,0.05427458071540186,0.48891314612062003,0.076455,False,False,2024,es,"LA ADMINISTRACIÓN EN EL LIDERAZGO PEDAGÓGICO PARA UNA GESTIÓN ESCOLAR DE CALIDAD EN INSTITUCIONES EDUCATIVAS DE LA REGIÓN PUNO, 2020",10.38147/invneg.v17i29.270,OpenAlex,metadata,4,4,False,4,,,,False,included,1.026765,0.593774,0.421592,1.0,4,0.930985,1,0.894042,0.036943,0.069015
record:c7af1f7e773a8d2e2df0c575,record:c7af1f7e773a8d2e2df0c575,BERTopic-METADATA-MULTILINGUAL,metadata,4,0.9795390670581722,0.979539,0.7033065643102483,3,0.03831636236311498,0.6649902019471333,0.020461,False,False,2025,es,Buena práctica minka en la Institución Educativa Manuel Gonzales Prada de Asunción 2015-2019 y propuesta para la Mejora de la Gestión Educativa en Instituciones Educativas Rurales de Cajamarca,,OpenAlex,metadata,4,4,False,4,,,,False,included,1.006626,0.615798,0.315203,1.0,3,0.863001,4,0.861541,0.001461,0.138459
record:403034305118a984467bd514,record:403034305118a984467bd514,BERTopic-METADATA-MULTILINGUAL,metadata,4,0.9047368681227903,0.904737,0.5395710023996325,3,0.05090917973725904,0.48866182266237346,0.095263,False,False,2024,es,"Gestión escolar y compromiso organizacional visto por docentes en una institución educativa privada en Lima, 2024",,OpenAlex,metadata,4,4,False,4,,,,False,included,1.010373,0.627217,0.374572,1.0,4,0.948379,1,0.901518,0.046862,0.051621
record:76df6ba47be2536d3d780b91,record:76df6ba47be2536d3d780b91,BERTopic-METADATA-MULTILINGUAL,metadata,4,1.0,1.0,1.0,3,4.607590240646892e-308,1.0,0.0,False,False,2024,es,Gestión educativa y práctica docente en una institución educativa pública de Cajamarca 2024,,OpenAlex,metadata,4,4,False,4,,,,False,included,0.656459,0.636283,0.265441,1.0,4,0.951076,3,0.914062,0.037013,0.048924
