document_id,publication_document_id,model,corpus,language,topic_id,topic_probability,second_topic_id,second_topic_probability,probability_margin,is_outlier,is_ambiguous,year,title,doi,source,corpus_unit,topic_entropy
doi:10.20873/uft.rbec.e12973,doi:10.20873/uft.rbec.e12973,STM-METADATA-PT,metadata,pt,4,0.7169744319569665,3,0.26701860043858067,0.44995583151838586,FALSE,FALSE,2021,A contribuição da Licenciatura em Educação do Campo UFCG para a formação docente e a prática pedagógica das escolas no Cariri paraibano: concepção dos egressos,10.20873/uft.rbec.e12973,OpenAlex,metadata,0.6674094490000186
doi:10.70860/ufnt.rbec.e19422,doi:10.70860/ufnt.rbec.e19422,STM-METADATA-PT,metadata,pt,2,0.955367515241353,1,0.03965764256712056,0.9157098726742324,FALSE,FALSE,2024,A concepção de regulação e as políticas de gestão escolar no Brasil: princípios político-pedagógicos e contradições,10.70860/ufnt.rbec.e19422,OpenAlex,metadata,0.20139208771645722
doi:10.18764/2358-4319.v14n2p558-578,doi:10.18764/2358-4319.v14n2p558-578,STM-METADATA-PT,metadata,pt,3,0.6298190267537405,1,0.31742237747196006,0.3123966492817804,FALSE,FALSE,2021,Desdobramentos da relação entre gestão escolar e família dos educandos: uma metanálise de estudos publicados entre 2009 e 2019,10.18764/2358-4319.v14n2p558-578,OpenAlex,metadata,0.8311472223339637
doi:10.18764/2178-2229.v28n1p78-94,doi:10.18764/2178-2229.v28n1p78-94,STM-METADATA-PT,metadata,pt,1,0.9654449357450752,2,0.02598894403255379,0.9394559917125214,FALSE,FALSE,2021,POLÍTICAS DE DEMOCRATIZAÇÃO/DESCENTALIZAÇÃO NA GESTÃO ESCOLAR DE VITÓRIA DA CONQUISTA - BA: encontros e desafios,10.18764/2178-2229.v28n1p78-94,OpenAlex,metadata,0.17457502200465438
doi:10.18764/2178-2229.v28n2-2020-02,doi:10.18764/2178-2229.v28n2-2020-02,STM-METADATA-PT,metadata,pt,3,0.4448337927285276,4,0.36666415071004327,0.07816964201848431,FALSE,TRUE,2021,PROGRESSÃO CONTINUADA NO BLOCO PEDAGÓGICO: desafios para a gestão escolar em uma escola pública da rede municipal de Santa Maria-RS,10.18764/2178-2229.v28n2-2020-02,OpenAlex,metadata,1.0712095287295345
doi:10.70860/ufnt.rbec.e18956,doi:10.70860/ufnt.rbec.e18956,STM-METADATA-PT,metadata,pt,2,0.9931144613766296,1,0.0028002067298612556,0.9903142546467684,FALSE,FALSE,2024,"Importância e desafios da Liderança, Inovação e criatividade na Gestão Escolar das escolas públicas do Bailundo e Mungo - Angola",10.70860/ufnt.rbec.e18956,OpenAlex,metadata,0.04846946225592751
doi:10.5016/ridh.v9i2.105,doi:10.5016/ridh.v9i2.105,STM-METADATA-PT,metadata,pt,4,0.5707578304293357,3,0.41181998071218484,0.15893784971715086,FALSE,FALSE,2021,Educação em direitos humanos: uma pauta premente na docência e na gestão escolar,10.5016/ridh.v9i2.105,OpenAlex,metadata,0.7679892424293687
doi:10.20873/uft.rbec.e15376,doi:10.20873/uft.rbec.e15376,STM-METADATA-PT,metadata,pt,2,0.9842473661936274,3,0.010565240554856126,0.9736821256387713,FALSE,FALSE,2023,Gestão democrática: experiências de práticas de gestores em escolas de educação básica,10.20873/uft.rbec.e15376,OpenAlex,metadata,0.09436740085332533
doi:10.22169/revint.v18.e023tl4015,doi:10.22169/revint.v18.e023tl4015,STM-METADATA-PT,metadata,pt,2,0.9861530821729401,3,0.008323281970678982,0.9778298002022611,FALSE,FALSE,2023,Ações da gestão escolar equalidade de ensino em tempos pandêmicos,10.22169/revint.v18.e023tl4015,OpenAlex,metadata,0.08580548003502386
doi:10.18764/2178-2229v28n4.202157,doi:10.18764/2178-2229v28n4.202157,STM-METADATA-PT,metadata,pt,4,0.6471720906453543,2,0.31487241998531723,0.33229967066003707,FALSE,FALSE,2021,GESTÃO EDUCACIONAL E TRABALHO PEDAGÓGICO: instituintes para a realização do projeto de escola,10.18764/2178-2229v28n4.202157,OpenAlex,metadata,0.7869361406648354
doi:10.14393/revedfil.v37n79a2023-65512,doi:10.14393/revedfil.v37n79a2023-65512,STM-METADATA-PT,metadata,pt,3,0.9825022702093972,2,0.008681719706500435,0.9738205505028967,FALSE,FALSE,2023,"Racionalidade empresarial, gestão escolar e avaliação na proposta de Ensino Médio Integral em Pernambuco (2008-2018)",10.14393/revedfil.v37n79a2023-65512,OpenAlex,metadata,0.10630006050743865
doi:10.18764/2178-2229v28n3.202141,doi:10.18764/2178-2229v28n3.202141,STM-METADATA-PT,metadata,pt,4,0.585782283408611,1,0.31044414008186955,0.2753381433267415,FALSE,FALSE,2021,A GESTÃO PEDAGÓGICA NOS CURSOS TÉCNICOS A DISTÂNCIA: UMA ANÁLISE DA REALIDADE ESCOLAR.,10.18764/2178-2229v28n3.202141,OpenAlex,metadata,0.9554327950322798
doi:10.70860/ufnt.rbec.e15404,doi:10.70860/ufnt.rbec.e15404,STM-METADATA-PT,metadata,pt,4,0.9877957990991603,2,0.006017040911060219,0.9817787581881,FALSE,FALSE,2024,A contribuição da Metodologia das Produções Narrativas para a compreensão dos processos educativos desenvolvidos por educadoras de uma escola do campo do município de Carangola - MG,10.70860/ufnt.rbec.e15404,OpenAlex,metadata,0.0780166504568965
doi:10.18764/2178-2229.v28n1p95-115,doi:10.18764/2178-2229.v28n1p95-115,STM-METADATA-PT,metadata,pt,2,0.9815232485458852,3,0.01105198484170217,0.970471263704183,FALSE,FALSE,2021,GESTÃO DEMOCRÁTICA NO ESTADO DE MATO GROSSO: conquista ameaçada pela implantação de políticas educacionais conservadoras,10.18764/2178-2229.v28n1p95-115,OpenAlex,metadata,0.10829613299496824
doi:10.20873/uft.rbec.e10666,doi:10.20873/uft.rbec.e10666,STM-METADATA-PT,metadata,pt,3,0.9977044605225295,2,0.0010500637298909482,0.9966543967926386,FALSE,FALSE,2020,Mais Gerente e menos Gestor: uma análise do marco regulatório direcionado à gestão da escola pública paraense,10.20873/uft.rbec.e10666,OpenAlex,metadata,0.01868679418883755
doi:10.18764/2178-2229.v28n1p59-77,doi:10.18764/2178-2229.v28n1p59-77,STM-METADATA-PT,metadata,pt,1,0.4544166776565097,2,0.2897384940144556,0.1646781836420541,FALSE,FALSE,2021,GESTÃO DEMOCRÁTICA E ESCOLA JUSTA: uma relação orgânica,10.18764/2178-2229.v28n1p59-77,OpenAlex,metadata,1.0966848213142164
doi:10.70860/ufnt.rbec.e19371,doi:10.70860/ufnt.rbec.e19371,STM-METADATA-PT,metadata,pt,4,0.5705076001694066,2,0.36216952031614047,0.20833807985326613,FALSE,FALSE,2025,As escolas de várzea na Amazônia paraense: estudo a partir de um polo no município de Óbidos-PA,10.70860/ufnt.rbec.e19371,OpenAlex,metadata,0.8698426292299132
doi:10.18764/2178-2229v28n3.202153,doi:10.18764/2178-2229v28n3.202153,STM-METADATA-PT,metadata,pt,2,0.4828298469830316,3,0.4130024858226889,0.06982736116034272,FALSE,TRUE,2021,GESTÃO ESCOLAR E A DEMOCRACIA: CONCEPÇÕES E PRÁTICAS DA EQUIPE ESCOLAR DO ENSINO FUNDAMENTAL I,10.18764/2178-2229v28n3.202153,OpenAlex,metadata,0.9951683218046937
doi:10.20873/uft.rbec.e14340,doi:10.20873/uft.rbec.e14340,STM-METADATA-PT,metadata,pt,4,0.9787059199767324,3,0.013858838395737098,0.9648470815809953,FALSE,FALSE,2022,Licenciatura em Educação do Campo - UnB e a formação de docentes Intelectuais Coletivos: influências da Pedagogia Socialista na formação de educadores do campo do Território Kalunga - Goiás,10.20873/uft.rbec.e14340,OpenAlex,metadata,0.12192629232766661
record:36e5440cf9635857006c9655,record:36e5440cf9635857006c9655,STM-METADATA-PT,metadata,pt,3,0.9780054278256058,1,0.01779300579532177,0.9602124220302841,FALSE,FALSE,2020,Alfabetización y lectoescritura en tiempos de reestructuración curricular: trabajo articulado entre dirección escolar y alfabetizadores en una escuela pública de São Paulo,NA,OpenAlex,metadata,0.11930566505307774
doi:10.48178/intersecao.v5i1.521,doi:10.48178/intersecao.v5i1.521,STM-METADATA-PT,metadata,pt,4,0.9856504750590288,3,0.008928059065043448,0.9767224159939853,FALSE,FALSE,2023,Interação entre educador e educando com surdez ou com deficiência auditiva no ensino fundamental: anos finais,10.48178/intersecao.v5i1.521,OpenAlex,metadata,0.08828349328567545
doi:10.34117/bjdv7n1-246,doi:10.34117/bjdv7n1-246,STM-METADATA-PT,metadata,pt,2,0.5176153452043796,3,0.46330999002334416,0.05430535518103541,FALSE,TRUE,2021,GESTÃO ESCOLAR DEMOCRÁTICA: DESAFIOS E PERSPECTIVAS / DEMOCRATIC SCHOOL MANAGEMENT: CHALLENGES AND PERSPECTIVES,10.34117/bjdv7n1-246,OpenAlex,metadata,0.7857409322662027
doi:10.34117/bjdv8n7-025,doi:10.34117/bjdv8n7-025,STM-METADATA-PT,metadata,pt,3,0.9457663927307168,2,0.021569657140385164,0.9241967355903317,FALSE,FALSE,2022,Utilização de novas tecnologias em sala de aula: uma análise dos desafios e possibilidades na ótica da gestão escolar / Use of new technologies in the classroom: an analysis of the challenges and possibilities from the perspective of school management,10.34117/bjdv8n7-025,OpenAlex,metadata,0.26829143645658726
doi:10.34117/bjdv8n2-050,doi:10.34117/bjdv8n2-050,STM-METADATA-PT,metadata,pt,3,0.9369089927148375,2,0.04456040591663133,0.8923485867982062,FALSE,FALSE,2022,Uma observação da liderança na gestão escolar participativa para o processo de ensino-aprendizagem / An observation of leadership in participatory school management for the teaching-learning process,10.34117/bjdv8n2-050,OpenAlex,metadata,0.2863448820977327
doi:10.22633/rpge.v24i1.12865,doi:10.22633/rpge.v24i1.12865,STM-METADATA-PT,metadata,pt,3,0.9050683455835548,2,0.0889053210343808,0.816163024549174,FALSE,FALSE,2020,"Nexos entre gestão, avaliação e o índice de desenvolvimento da educação básica (IDEB) em escolas públicas",10.22633/rpge.v24i1.12865,OpenAlex,metadata,0.33964912958470933
record:88ae1ebeb6101c043b538517,record:88ae1ebeb6101c043b538517,STM-METADATA-PT,metadata,pt,1,0.5382515393894572,2,0.44687428925183675,0.09137725013762049,FALSE,TRUE,2023,Participación y gestión escolar en Argentina y Brasil: Una comparación de políticas subnacionales,NA,CONICET Digital,metadata,0.7648727581291441
record:60425b74d552fdfdc38e80ee,record:60425b74d552fdfdc38e80ee,STM-METADATA-PT,metadata,pt,1,0.8794594357575608,3,0.10188000385479422,0.7775794319027666,FALSE,FALSE,2023,Las desigualdades educativas en Argentina: análisis sincrónico de la situación y trayectoria escolar de diferentes cohortes de niños y adolescentes,NA,CONICET Digital,metadata,0.43276808518112675
record:9a56f46987ef84cc35f8241d,record:9a56f46987ef84cc35f8241d,STM-METADATA-PT,metadata,pt,4,0.7255020937978305,1,0.25746300302128733,0.46803909077654315,FALSE,FALSE,2023,"Ruralidades, Escuela y Comunidades: configuración de deseos en jóvenes de la Escuela ""Las Aves"" de Colombia",NA,CONICET Digital,metadata,0.662071514404425
record:e467aa16583c5b47c2184e79,record:e467aa16583c5b47c2184e79,STM-METADATA-PT,metadata,pt,1,0.98011112591884,4,0.010532051757768737,0.9695790741610713,FALSE,FALSE,2022,"¿El retorno de las políticas de desconcentración?: Mutaciones en el Programa Nacional de Formación Permanente (PNFP). Córdoba, Argentina",NA,CONICET Digital,metadata,0.11784288909870295
record:3b19bbe3e58815f394e5659d,record:3b19bbe3e58815f394e5659d,STM-METADATA-PT,metadata,pt,4,0.5446504601984926,1,0.38072115389750555,0.16392930630098707,FALSE,FALSE,2026,"Instrucciones para armar una burbuja: gestión, enseñanza y vínculos en el regreso escolar pospandemia en el AMBA",NA,CONICET Digital,metadata,0.8922716903555702
record:7b5a71d90522d4a42cd4a9a4,record:7b5a71d90522d4a42cd4a9a4,STM-METADATA-PT,metadata,pt,4,0.5444343854337957,2,0.2549927824458288,0.28944160298796695,FALSE,FALSE,2026,Directio narrans: figuras retóricas en épocas de ¿crisis de la narración?. Un estudio sobre las prácticas de directoras/es escolares en el conurbano bonaerense,NA,CONICET Digital,metadata,1.0017090526879882
record:813a47eddadaeb5ae77a8551,record:813a47eddadaeb5ae77a8551,STM-METADATA-PT,metadata,pt,4,0.7228018459420211,1,0.2667142803580118,0.4560875655840093,FALSE,FALSE,2026,"Familias, comunidad y escuela en el contexto de la cogestión educativa rural",NA,CONICET Digital,metadata,0.6349042354286719
doi:10.47820/recima21.v5i9.5677,doi:10.47820/recima21.v5i9.5677,STM-METADATA-PT,metadata,pt,3,0.7892890112459546,2,0.1680939597797847,0.6211950514661699,FALSE,FALSE,2024,NOVO ENSINO MÉDIO E EDUCAÇÃO INCLUSIVA: GESTÃO DA DIVERSIDADE COMO FERRAMENTA DE TRANSFORMAÇÃO,10.47820/recima21.v5i9.5677,OpenAlex,metadata,0.6482437753214104
