document_id,model,topic_id,topic_probability,second_topic_id,second_topic_probability,probability_margin,is_outlier,is_ambiguous,year,language,title,doi,source,corpus_unit,topic_entropy
doi:10.1007/s40841-024-00354-2,stm,16,0.7175977844616671,2,0.10518396525263281,0.6124138192090343,FALSE,FALSE,2024,,Reshaping Educational Leadership Learning: Adding Politics to Practice,10.1007/s40841-024-00354-2,PDF,full_text,0.9360317220422038
doi:10.70619/vol4iss2pp35-47,stm,16,0.7135986193092542,19,0.13150772916259265,0.5820908901466615,FALSE,FALSE,2024,,"Social-Cultural Factors and Women’s Participation in Higher Educational Leadership in Mogadishu, Somalia",10.70619/vol4iss2pp35-47,PDF,full_text,0.9711202543216246
doi:10.52631/jemds.v4i2.228,stm,16,0.9166777072292763,19,0.03276009268575913,0.8839176145435172,FALSE,FALSE,2024,,The Paucity of Female Educational Leadership in Politically Volatile Context of Zimbabwe,10.52631/jemds.v4i2.228,PDF,full_text,0.3826978513941277
doi:10.14324/lre.23.1.22,stm,8,0.5864413532545355,16,0.15250833691568838,0.4339330163388471,FALSE,FALSE,2025,,Signature pedagogies in educational leadership preparation: university academics’ practices and reflections from Türkiye,10.14324/lre.23.1.22,PDF,full_text,1.1471824887854576
doi:10.59941/2960-0642-2024-4-47-55,stm,8,0.4108858014642048,2,0.2797094510775164,0.1311763503866884,FALSE,FALSE,2024,,Exploring Educational Leadership Models in Kazakhstan,10.59941/2960-0642-2024-4-47-55,PDF,full_text,1.3938399711595717
doi:10.1080/19415257.2020.1787209,stm,16,0.39238585821334293,8,0.32722365536863346,0.06516220284470947,FALSE,TRUE,2020,,Leadership for professional learning towards educational equity: a systematic literature review,10.1080/19415257.2020.1787209,PDF,full_text,1.3133413673277206
doi:10.20428/ajqahe.v17i60.2217,stm,2,0.49002324164924776,6,0.4318519299216398,0.05817131172760798,FALSE,TRUE,2024,,The reality of school principals’ practice of educational leadership styles in Aqaba Governorate and their relationship to solving school problems from the teachers’ point of view,10.20428/ajqahe.v17i60.2217,PDF,full_text,1.0433364044178628
doi:10.55354/2692-3394.1025,stm,16,0.8685889581196049,5,0.1026948091408605,0.7658941489787444,FALSE,FALSE,2021,,Self-Evaluation of Educational Leadership Practices During COVID-19,10.55354/2692-3394.1025,PDF,full_text,0.49198072125964326
doi:10.31436/ijes.v10i2.430,stm,6,0.781242662843714,19,0.07381413912103019,0.7074285237226838,FALSE,FALSE,2022,,Leadership Practices among Islamic Private Secondary School Principals in Southern Thailand: Validating a Model of Strategic Educational Leadership,10.31436/ijes.v10i2.430,PDF,full_text,0.856001920570807
doi:10.14324/lre.23.1.13,stm,8,0.6231811756766221,2,0.24794183056259983,0.3752393451140223,FALSE,FALSE,2025,,"Examining educational leadership preparation and development programmes in the Gulf region: a comparative study of Bahrain, Kuwait and Qatar",10.14324/lre.23.1.13,PDF,full_text,1.0577414949746142
doi:10.31080/aspe.2022.05.0516,stm,16,0.6835846334087566,19,0.1488755879691256,0.534709045439631,FALSE,FALSE,2022,,Major Factors Affecting Women’s Participation in Educational Leadership: A Case of Bhutan,10.31080/aspe.2022.05.0516,PDF,full_text,1.004765632373391
doi:10.51244/ijrsi.2021.81004,stm,19,0.5229570688968701,16,0.20220339599621914,0.32075367290065093,FALSE,FALSE,2021,,Case Study and Randomized Control Trial (RCT) Research Designs for Educational Leadership and Management Studies,10.51244/ijrsi.2021.81004,PDF,full_text,1.2665656482353955
doi:10.35631/ijepc.1057060,stm,8,0.6701271170554804,2,0.29152009933669376,0.3786070177187867,FALSE,FALSE,2025,,DECISION MAKING AND EDUCATIONAL LEADERSHIP: A COMPREHENSIVE SYSTEMATIC REVIEW,10.35631/ijepc.1057060,PDF,full_text,0.7934694158882938
doi:10.3389/feduc.2024.1416666,stm,13,0.49310303356686086,8,0.2722612361599744,0.22084179740688648,FALSE,FALSE,2024,,Evaluation of sustainability in university tutoring programs for educational leadership: a case study,10.3389/feduc.2024.1416666,PDF,full_text,1.2601267514972052
doi:10.46303/repam.2022.5,stm,16,0.900527774354701,8,0.09738087943559726,0.8031468949191037,FALSE,FALSE,2022,,Revisioning Educational Leadership Through Love and the Ancillary: A Critical Self-Study,10.46303/repam.2022.5,PDF,full_text,0.33787281365034144
doi:10.30828/real.950445,stm,2,0.9204752904670077,6,0.025138071748502126,0.8953372187185056,FALSE,FALSE,2022,,"Retrospective and Prospective Analysis on Educational Leadership: Indicators of Productivity, Dispersion, and Content",10.30828/real.950445,PDF,full_text,0.4062585886967446
doi:10.25217/ji.v7i1.1460,stm,16,0.3079080431599158,10,0.2686020256231357,0.03930601753678015,FALSE,TRUE,2022,,Islamic Boarding School Education Leadership in Supporting Face to Face Learning During the Pandemic Period in Indonesia,10.25217/ji.v7i1.1460,PDF,full_text,1.8214847158084408
doi:10.30828/real.1330936,stm,16,0.7380003656538852,6,0.125235308125146,0.6127650575287391,FALSE,FALSE,2023,,Studying Negative Aspects in Educational Leadership: The Benefits of Qualitative Methodologies,10.30828/real.1330936,PDF,full_text,0.8403685357710639
doi:10.47460/uct.v26i114.603,stm,6,0.6607547762206569,2,0.07651150388297488,0.584243272337682,FALSE,FALSE,2022,,Educational leadership of teachers in the selfregulation learning process of university students,10.47460/uct.v26i114.603,PDF,full_text,1.3444734976832482
doi:10.1007/s10734-022-00890-0,stm,16,0.7093248308840686,8,0.1793702574490428,0.5299545734350258,FALSE,FALSE,2022,,Theorising pedagogical dimensions of higher education leadership—a non-affirmative approach,10.1007/s10734-022-00890-0,PDF,full_text,0.8326221732187075
doi:10.52783/jisem.v10i3s.355,stm,2,0.8217666155519369,13,0.08960989117559959,0.7321567243763373,FALSE,FALSE,2025,,Educational Leadership in Vocational Education: A 10-Year Bibliometric Analysis,10.52783/jisem.v10i3s.355,PDF,full_text,0.6369794182642142
doi:10.46303/jcve.2022.24,stm,16,0.618109414780874,2,0.2502141458220096,0.3678952689588644,FALSE,FALSE,2022,,"Ethical Leadership in Education: A Uniting View Through Ethics of Care, Justice, Critique, and Heartful Education",10.46303/jcve.2022.24,PDF,full_text,1.0302587362534759
doi:10.11591/edulearn.v19i4.23239,stm,8,0.6707875722836215,2,0.2791293034971338,0.39165826878648774,FALSE,FALSE,2025,,Educational leadership innovation: a recent comprehensive structured review,10.11591/edulearn.v19i4.23239,PDF,full_text,0.8401008156176474
doi:10.3389/feduc.2024.1441183,stm,16,0.5466712763510091,8,0.32149773015639643,0.22517354619461266,FALSE,FALSE,2024,,Editorial: Women in educational leadership,10.3389/feduc.2024.1441183,PDF,full_text,1.072169422913622
doi:10.22158/wjeh.v4n3p60,stm,8,0.3286390235872418,16,0.2930986645647682,0.0355403590224736,FALSE,TRUE,2022,,Professionalization of Educational Leadership for the Members of the Association of African Universities,10.22158/wjeh.v4n3p60,PDF,full_text,1.395672883276033
doi:10.1007/978-3-031-37604-7_6,stm,2,0.7522606093879576,16,0.16979920898235654,0.582461400405601,FALSE,FALSE,2023,,Understanding Leadership in Educational Leadership Research in Finland,10.1007/978-3-031-37604-7_6,PDF,full_text,0.7918666421720992
doi:10.55927/mudima.v4i7.9034,stm,2,0.46735361003320464,16,0.30300470603991236,0.16434890399329227,FALSE,FALSE,2024,,A Systematic Review on the Impact of Gender Equity on Educational Leadership,10.55927/mudima.v4i7.9034,PDF,full_text,1.255992176325598
doi:10.1007/978-3-031-47616-7,stm,16,0.7623769851111418,2,0.1294323716349959,0.632944613476146,FALSE,FALSE,2023,,Socially Just Educational Leadership in Unjust Times,10.1007/978-3-031-47616-7,PDF,full_text,0.7867216082229781
doi:10.64093/sijis.v1i2.598,stm,8,0.45625555353502634,2,0.3713041561432751,0.08495139739175123,FALSE,TRUE,2024,,Model of Islamic Educational Leadership Based on Prophetic Leadership Values: A Literature Review,10.64093/sijis.v1i2.598,PDF,full_text,1.0575366843681762
doi:10.1186/s12912-025-03420-2,stm,13,0.6301497513520774,8,0.2669070734998876,0.3632426778521898,FALSE,FALSE,2025,,Transforming nursing education: the power of educational leadership in optimizing time management and competency,10.1186/s12912-025-03420-2,PDF,full_text,0.928396250628168
doi:10.32996/ijllt.2020.3.5.17,stm,16,0.6840159521885012,6,0.12668750568524845,0.5573284465032528,FALSE,FALSE,2020,,The Role of Rural Educational Leadership in Influencing Societal Behaviour: A Case Study of Goromonzi District: Educational Leaders’ Perceptive,10.32996/ijllt.2020.3.5.17,PDF,full_text,0.979715736688326
doi:10.15405/epes.23056.52,stm,8,0.2476062131837801,6,0.2262755653539744,0.021330647829805705,FALSE,TRUE,2023,,Educational Leadership - A Perspective Beyond Managerial Processes,10.15405/epes.23056.52,PDF,full_text,1.7377907643943296
doi:10.30574/wjarr.2023.20.3.2438,stm,8,0.9504231012186511,2,0.029684342096115965,0.9207387591225352,FALSE,FALSE,2023,,"Enhancing educational outcomes through strategic Human Resources (HR) initiatives: Emphasizing faculty development, diversity, and leadership excellence",10.30574/wjarr.2023.20.3.2438,PDF,full_text,0.24673649109499673
doi:10.31703/gssr.2020(v-i).51,stm,6,0.9416249218393844,2,0.03854023584362949,0.9030846859957549,FALSE,FALSE,2020,,Educational Leadership Processes as Predictors of Positive Work Attitude at Higher Education Level,10.31703/gssr.2020(v-i).51,PDF,full_text,0.27907545572912756
doi:10.36941/ajis-2025-0044,stm,8,0.8036011880409845,2,0.10058069858155266,0.7030204894594319,FALSE,FALSE,2025,,Integrating Human Resource Management and Artificial Intelligence in Educational Leadership: Pathways Toward Transformational Change,10.36941/ajis-2025-0044,PDF,full_text,0.65111420745486
doi:10.53894/ijirss.v8i1.4431,stm,2,0.29864759579578015,8,0.24722801930619046,0.0514195764895897,FALSE,TRUE,2025,,Post-COVID educational leadership: Emerging models and styles for a new era,10.53894/ijirss.v8i1.4431,PDF,full_text,1.6787840417349087
doi:10.5038/2577-509x.5.1.1027,stm,8,0.6918768139768241,16,0.2770051054320759,0.4148717085447482,FALSE,FALSE,2020,,Teaching in a global society: Considerations for university-based educational leadership,10.5038/2577-509x.5.1.1027,PDF,full_text,0.7592086363741979
doi:10.36948/ijfmr.2024.v06i04.25420,stm,16,0.5865476123123224,5,0.20565565050122384,0.38089196181109863,FALSE,FALSE,2024,,Gender and Educational Leadership,10.36948/ijfmr.2024.v06i04.25420,PDF,full_text,1.2047143659288295
doi:10.18860/egalita.v15i2.10805,stm,16,0.4149561498531946,2,0.31387456237916456,0.10108158747403007,FALSE,FALSE,2020,,WOMEN IN EDUCATIONAL LEADERSHIP FROM ISLAMIC PERSPECTIVES,10.18860/egalita.v15i2.10805,PDF,full_text,1.3091321414105297
doi:10.3389/feduc.2020.00052,stm,16,0.9722432357559413,13,0.022726232803339536,0.9495170029526018,FALSE,FALSE,2020,,"“Unbroken, but Bent”: Gendered Racism in School Leadership",10.3389/feduc.2020.00052,PDF,full_text,0.1449148956045004
doi:10.3389/fpsyg.2023.1280038,stm,6,0.7899612120740472,13,0.20798302785616915,0.5819781842178781,FALSE,FALSE,2023,,Measuring educational leadership in Singapore: re-examining the psychometric properties of the Multifactor Leadership Questionnaire,10.3389/fpsyg.2023.1280038,PDF,full_text,0.5294724993949957
doi:10.47175/rielsj.v5i2.1005,stm,6,0.80511945263659,8,0.19245118398868855,0.6126682686479015,FALSE,FALSE,2024,,Fostering Collaboration and Team Effectiveness in Educational Leadership: Strategies for Building High-Performing Teams and Networks,10.47175/rielsj.v5i2.1005,PDF,full_text,0.5105624182067615
doi:10.24331/ijere.676915,stm,13,0.5019836304113977,5,0.405736331641719,0.09624729876967869,FALSE,TRUE,2020,,Social-Emotional Educational Leadership: A Study of Scale Adaptation,10.24331/ijere.676915,PDF,full_text,0.9656870642710847
doi:10.52296/vje.2021.54,stm,2,0.32996083635636214,6,0.2284095863411007,0.10155125001526144,FALSE,FALSE,2021,,Educational Leadership in the U.S. and Vietnam: A Cross-Culture Comparative Study,10.52296/vje.2021.54,PDF,full_text,1.5970671783921366
doi:10.33122/ejeset.v4i1.100,stm,6,0.6507642472892369,19,0.24869325342069998,0.4020709938685369,FALSE,FALSE,2023,,The influence of educational leadership on students’ academic performance in secondary schools: A case of Itilima district,10.33122/ejeset.v4i1.100,PDF,full_text,0.9653738952634983
doi:10.60027/jelr.2024.793,stm,8,0.6329876827188353,6,0.2560798749240386,0.3769078077947967,FALSE,FALSE,2024,,Components and Indicators of Educational Leadership,10.60027/jelr.2024.793,PDF,full_text,0.9214241719611139
doi:10.63283/54wxa275,stm,8,0.8957931923485435,5,0.08058997528669355,0.81520321706185,FALSE,FALSE,2025,,Educational Leadership in a Digital Era: Navigating Challenges and Opportunities,10.63283/54wxa275,PDF,full_text,0.4050136710694328
doi:10.33193/ejhas.7.2023.244,stm,6,0.48697387314012225,2,0.45232493857783823,0.03464893456228402,FALSE,TRUE,2023,,The Role of Transformational Educational Leadership in Developing the Saudi University System,10.33193/ejhas.7.2023.244,PDF,full_text,0.9486247059595856
doi:10.1007/s12630-020-01738-w,stm,13,0.7480191645066756,8,0.20589046705210587,0.5421286974545697,FALSE,FALSE,2020,,Anesthesia environmental sustainability programs—a survey of Canadian department chiefs and residency program directors,10.1007/s12630-020-01738-w,PDF,full_text,0.7331718166186694
doi:10.3389/feduc.2023.1201698,stm,16,0.9315805348141363,8,0.054897010116373976,0.8766835246977623,FALSE,FALSE,2023,,Marianismo and the changing role of Latinas in educational leadership,10.3389/feduc.2023.1201698,PDF,full_text,0.30290171207924044
doi:10.1371/journal.pone.0291278,stm,13,0.8914206294834117,2,0.09284821988869847,0.7985724095947132,FALSE,FALSE,2024,,The well-being and work-related stress of senior school leaders in Wales and Northern Ireland during COVID-19 “educational leadership crisis”: A cross-sectional descriptive study,10.1371/journal.pone.0291278,PDF,full_text,0.4089567176848838
doi:10.1177/1741143219896053,stm,16,0.4454961016012186,2,0.3573325019393369,0.0881635996618817,FALSE,TRUE,2020,,A systematic review of principals’ leadership identity from 1993 to 2019,10.1177/1741143219896053,PDF,full_text,1.0937602135100906
doi:10.35335/jiph.v11i3.24,stm,6,0.5661127396659935,8,0.3943728731059191,0.1717398665600744,FALSE,FALSE,2022,,Educational Leadership and Learning Quality: The Influence of the Princi-pal's Leadership Style on Teacher Performance,10.35335/jiph.v11i3.24,PDF,full_text,0.8445328914384734
doi:10.37231/jmtp.2021.2.2.105,stm,6,0.6202767003432305,2,0.23658531523737322,0.3836913851058572,FALSE,FALSE,2021,,A Conceptual Paper for Educational Leadership Models in Malaysia,10.37231/jmtp.2021.2.2.105,PDF,full_text,1.0521420792309357
doi:10.3389/feduc.2022.982952,stm,16,0.8712213619555782,8,0.05444989018500167,0.8167714717705765,FALSE,FALSE,2022,,Leading the way–Understanding women’s university leadership during crisis through a feminist educational leadership lens,10.3389/feduc.2022.982952,PDF,full_text,0.5295955665922892
doi:10.1007/978-3-031-38890-3,stm,16,0.7446386236837231,2,0.22405937207879592,0.5205792516049272,FALSE,FALSE,2023,,Educational Leadership in Times of Crisis,10.1007/978-3-031-38890-3,PDF,full_text,0.7146443498236787
doi:10.4108/eai.20-9-2022.2324591,stm,8,0.5005552964227953,10,0.25734521289360773,0.24321008352918755,FALSE,FALSE,2022,,Agile Methodology in Educational Leadership: Scrum,10.4108/eai.20-9-2022.2324591,PDF,full_text,1.37878043514969
doi:10.1007/978-3-031-37604-7_4,stm,2,0.40891949652084914,8,0.33279563238112225,0.07612386413972688,FALSE,TRUE,2023,,Towards a Multi-form Professional Development of Educational Leadership,10.1007/978-3-031-37604-7_4,PDF,full_text,1.2331350846272806
doi:10.35723/ajie.v8i1.339,stm,12,0.6048581351588033,10,0.2705235388129843,0.33433459634581897,FALSE,FALSE,2023,,Model of Educational Leadership Management in Boarding Schools,10.35723/ajie.v8i1.339,PDF,full_text,0.929846197227246
doi:10.29173/iasl8023,stm,16,0.6304901795162082,8,0.11953144257328717,0.510958736942921,FALSE,FALSE,2021,,School Librarians and Educational Leadership: Productive Pedagogy for the Information Age School,10.29173/iasl8023,PDF,full_text,1.2770244377842586
doi:10.5430/wje.v13n4p16,stm,16,0.46298053178937165,2,0.33978179460747615,0.1231987371818955,FALSE,FALSE,2023,,Critique of Research Methodologies and Methods in Educational Leadership,10.5430/wje.v13n4p16,PDF,full_text,1.2432459290176585
doi:10.3389/feduc.2022.983807,stm,6,0.3891542818332624,16,0.20917392999578133,0.17998035183748107,FALSE,FALSE,2022,,Continuous professional development programmes for school principals in the 21st century: Lessons learned from educational leadership practices,10.3389/feduc.2022.983807,PDF,full_text,1.5992013596115655
doi:10.35484/pssr.2021(5-iv)37,stm,16,0.757521179658445,19,0.14440358887325883,0.6131175907851862,FALSE,FALSE,2021,,A Comparative Analysis of Gender and Educational Leadership in Pakistan and the United Kingdom,10.35484/pssr.2021(5-iv)37,PDF,full_text,0.8221652531813353
doi:10.1007/978-3-031-37604-7_10,stm,16,0.7155997987171596,2,0.20976271649508854,0.505837082222071,FALSE,FALSE,2023,,Moral Professionalism in the Context of Educational Leadership,10.1007/978-3-031-37604-7_10,PDF,full_text,0.8442449393273438
doi:10.3389/feduc.2020.614641,stm,16,0.8116106136695551,8,0.13014397929119165,0.6814666343783635,FALSE,FALSE,2020,,Academic Leadership During a Pandemic: Department Heads Leading With a Focus on Equity,10.3389/feduc.2020.614641,PDF,full_text,0.6513794616026527
doi:10.59141/jrssem.v3i5.301,stm,6,0.9536494208723226,2,0.02787787196370365,0.925771548908619,FALSE,FALSE,2023,,Transformational Educational Leadership Effect On Staff Members Engagement: The Mediating Impact Of Intrinsic Motivation,10.59141/jrssem.v3i5.301,PDF,full_text,0.24787294809859015
doi:10.31004/obsesi.v5i1.513,stm,7,0.9979316473068902,17,0.00137435509770418,0.996557292209186,FALSE,FALSE,2020,,Kinerja OCB pada guru PAUD ditinjau dari Educational leadership dan Integritas,10.31004/obsesi.v5i1.513,PDF,full_text,0.01733745636234727
doi:10.21093/di.v21i2.3716,stm,2,0.5593606292498393,10,0.24185324807003034,0.317507381179809,FALSE,FALSE,2021,,The Principles of Educational Leadership in the Perspective of the Qur’an,10.21093/di.v21i2.3716,PDF,full_text,1.021326198220776
doi:10.53761/3asbn592,stm,2,0.6027215228362293,8,0.3002094082410947,0.30251211459513455,FALSE,FALSE,2024,,Educational Leadership: A Fifteen Year Bibliometric Review,10.53761/3asbn592,PDF,full_text,0.9438189767393824
doi:10.1111/ejed.12636,stm,6,0.838458650257555,8,0.12456502241800672,0.7138936278395482,FALSE,FALSE,2024,,Perceived changes in transformational leadership: The role of motivation and perceived skills in educational leadership training under an <scp>EU‐China</scp> cooperation project,10.1111/ejed.12636,PDF,full_text,0.5410298949521981
doi:10.1186/s12909-025-07269-6,stm,13,0.7403483568897054,8,0.11345075179231497,0.6268976050973903,FALSE,FALSE,2025,,Psychometric properties of the educational leadership scale for nursing students,10.1186/s12909-025-07269-6,PDF,full_text,0.8437184731951773
doi:10.47772/ijriss.2021.5111,stm,5,0.3499262645371668,8,0.2742500794735651,0.07567618506360169,FALSE,TRUE,2021,,The Growing Role of Big Data in Education and its Implications for Educational Leadership,10.47772/ijriss.2021.5111,PDF,full_text,1.410749158256584
doi:10.35723/ajie.v7i2.402,stm,10,0.5313537238197892,2,0.3092919324031422,0.222061791416647,FALSE,FALSE,2023,,Optimizing Educational Leadership: Building Sustainable Education in the 5.0 Era,10.35723/ajie.v7i2.402,PDF,full_text,1.2019219864021025
doi:10.1177/17411432241294171,stm,8,0.43511632161960406,6,0.2822559879178279,0.15286033370177615,FALSE,FALSE,2024,,Educational leadership styles and practices perceived by academics: An exploratory study of selected Chinese universities,10.1177/17411432241294171,PDF,full_text,1.1761819843714687
doi:10.26907/esd.18.4.04,stm,8,0.7272367941090171,2,0.11726936212907894,0.6099674319799382,FALSE,FALSE,2023,,Role of Educational Leadership for Sustainable Development,10.26907/esd.18.4.04,PDF,full_text,0.9266260752777113
doi:10.18844/cerj.v10i3.4968,stm,16,0.439931440145487,5,0.2643079711182334,0.17562346902725362,FALSE,FALSE,2020,,"Challenges that contribute to low participation of women in educational leadership at government primary schools, Ethiopia",10.18844/cerj.v10i3.4968,PDF,full_text,1.33565364008029
doi:10.54097/jeer.v2i1.5416,stm,8,0.44002751639305004,10,0.25246363022402174,0.1875638861690283,FALSE,FALSE,2023,,The development direction of educational leadership in the context of globalization,10.54097/jeer.v2i1.5416,PDF,full_text,1.384898821581201
doi:10.51276/edu.v4i2.411,stm,2,0.5014318388544303,10,0.31081205162421593,0.1906197872302144,FALSE,FALSE,2023,,Mapalus In Educational Leadership,10.51276/edu.v4i2.411,PDF,full_text,1.265761979379029
doi:10.52223/jess.2024.5225,stm,6,0.5861911600270417,13,0.12581406342442752,0.4603770966026142,FALSE,FALSE,2024,,The Influence of Emotional Intelligence in Educational Leadership and School Climate,10.52223/jess.2024.5225,PDF,full_text,1.410729915657272
doi:10.2478/atd-2020-0022,stm,6,0.627875294124677,2,0.28540097890371946,0.34247431522095756,FALSE,FALSE,2020,,"Differences and Similarities between Coaching, Instructional and Educational Leadership Styles",10.2478/atd-2020-0022,PDF,full_text,0.8948551642152788
doi:10.30828/real.1421708,stm,16,0.9473007961738151,2,0.0379203285050849,0.9093804676687303,FALSE,FALSE,2024,,Educational Leadership and Social Justice: 4.0,10.30828/real.1421708,PDF,full_text,0.24566062959730448
doi:10.46303/repam.2020.8,stm,2,0.5650577602106698,16,0.23020632889761827,0.3348514313130515,FALSE,FALSE,2020,,Book Review. Educational leadership and management: Developing insights and skills,10.46303/repam.2020.8,PDF,full_text,1.1350230569539712
doi:10.28991/esj-2022-06-04-016,stm,2,0.4690697937449215,8,0.19536296006524587,0.27370683367967563,FALSE,FALSE,2022,,Neuroleadership as an Asset in Educational Settings: An Overview,10.28991/esj-2022-06-04-016,PDF,full_text,1.41436855636738
doi:10.1007/s41463-024-00181-z,stm,6,0.5643209676060967,16,0.32069153248375964,0.2436294351223371,FALSE,FALSE,2024,,The Development of a New Model of Educational Leadership: Leadership for Teacher Flourishing,10.1007/s41463-024-00181-z,PDF,full_text,1.0379595044270937
doi:10.22329/jtl.v16i1.6830,stm,16,0.6473961870977513,8,0.2602307694647462,0.38716541763300505,FALSE,FALSE,2022,,Decolonizing Educational Leadership: Exploring Alternative Approaches to Leading Schools,10.22329/jtl.v16i1.6830,PDF,full_text,0.8827299566431194
doi:10.28991/esj-2021-01286,stm,6,0.4013961601471185,2,0.33188343081268823,0.06951272933443026,FALSE,TRUE,2021,,Associations between Traditional and Digital Leadership in Academic Environment: During the COVID-19 Pandemic,10.28991/esj-2021-01286,PDF,full_text,1.2068525229496265
doi:10.1007/s43621-022-00072-z,stm,16,0.5196106752441255,8,0.173146904273233,0.34646377097089254,FALSE,FALSE,2022,,Reflections on educational leadership for sustainability: a Brazilian case study,10.1007/s43621-022-00072-z,PDF,full_text,1.407382750471595
doi:10.1365/s42681-020-00016-z,stm,16,0.6527127620801869,13,0.130445207664414,0.5222675544157729,FALSE,FALSE,2020,,"Educational leadership research, Twitter and the curation of followership",10.1365/s42681-020-00016-z,PDF,full_text,1.0586623478974375
