document_id,publication_document_id,model,corpus,topic_id,topic_probability,second_topic_id,second_topic_probability,probability_margin,is_outlier,is_ambiguous,year,language,title,doi,source,corpus_unit,topic_original,topic_after_outlier_reduction,outlier_reassigned,original_topic,outlier_probability,suggested_topic,reassignment_method,reassignment_confidence,silhouette,distance_to_centroid,local_consistency
doi:10.46328/ijonses.217,doi:10.46328/ijonses.217,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.014592857323411472,0,0.014456823999614782,0.0001360333237966898,True,True,2021,en,Striking a Balance between Centralized and Decentralized Decision Making: A School-Based Management Practice for Optimum Performance,10.46328/ijonses.217,OpenAlex,metadata,-1,-1,False,-1,0.9854071426765886,,,,,,1.0
doi:10.1177/17411432221132100,doi:10.1177/17411432221132100,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.09109013598374711,0,0.09094701740364922,0.0001431185800978979,True,True,2022,en,Reimagining accountability through educational leadership: Applying the metaphors of “ <i>agora</i> ” and “ <i>bazaar</i> ”,10.1177/17411432221132100,OpenAlex,metadata,-1,-1,False,-1,0.9089098640162528,,,,,,1.0
record:a20f2bef84f0f8e11ba65452,record:a20f2bef84f0f8e11ba65452,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.01743076473208426,0,0.017284816045614507,0.00014594868646975248,True,True,2021,es,La identidade professional de la dirección escolar. Uma nueva línea de investigación sobre liderazgo escolar exitoso,,OpenAlex,metadata,-1,-1,False,-1,0.9825692352679157,,,,,,1.0
doi:10.69639/arandu.v12i3.1450,doi:10.69639/arandu.v12i3.1450,BERTopic-METADATA-MULTILINGUAL,metadata,23,0.10076505919890497,34,0.1006178590409543,0.00014720015795066654,False,True,2025,es,"Gestión Educativa y Calidad de Vida en Estudiantes de una Institución Educativa del Distrito de San Juan de Lurigancho, Lima-2024",10.69639/arandu.v12i3.1450,OpenAlex,metadata,23,23,False,23,0.899234940801095,,,,0.227093,0.295545,0.3
doi:10.37811/cl_rcm.v7i5.8184,doi:10.37811/cl_rcm.v7i5.8184,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.01955875461667974,35,0.01937245548227974,0.00018629913439999896,True,True,2023,es,"Gestión Educativa Desde la Percepción de Exdirectores de Educación Básica Regular en el Ámbito de la UGEL La Convención, 2023",10.37811/cl_rcm.v7i5.8184,OpenAlex,metadata,-1,-1,False,-1,0.9804412453833202,,,,,,1.0
doi:10.37811/cl_rcm.v7i2.5878,doi:10.37811/cl_rcm.v7i2.5878,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.050337584243274135,35,0.05009968759320969,0.00023789665006444805,True,True,2023,es,"Gestión educativa y calidad de locales escolares –UGEL San Martín, 2021",10.37811/cl_rcm.v7i2.5878,OpenAlex,metadata,-1,-1,False,-1,0.9496624157567258,,,,,,1.0
doi:10.13166/jms/192197,doi:10.13166/jms/192197,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.007907345872756091,36,0.007665908627078279,0.00024143724567781202,True,True,2024,id,Challenges in the school management systems during the war. Polish-ukrainian research,10.13166/jms/192197,OpenAlex,metadata,-1,-1,False,-1,0.9920926541272439,,,,,,1.0
record:2cfbf38ac02f77703710ca37,record:2cfbf38ac02f77703710ca37,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.010709758058916625,35,0.010462885182657767,0.00024687287625885755,True,True,2024,es,Acompañamiento pedagógico para fortalecer el logro de aprendizajes del área de ciencias sociales en estudiantes con necesidades educativas especiales,,OpenAlex,metadata,-1,-1,False,-1,0.9892902419410834,,,,,,1.0
doi:10.33996/franztamayo.v3i6.312,doi:10.33996/franztamayo.v3i6.312,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.017480438223586855,14,0.017226591810178236,0.0002538464134086184,True,True,2021,es,La planificación participativa en la gestión escolar de la Unidad Educativa Madre Nazaria,10.33996/franztamayo.v3i6.312,OpenAlex,metadata,-1,-1,False,-1,0.9825195617764132,,,,,,1.0
doi:10.31392/npu-nc.series5.2021.79.2.40,doi:10.31392/npu-nc.series5.2021.79.2.40,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.007680470679154257,36,0.007414009722792341,0.00026646095636191636,True,True,2021,und,Formation of a new Ukrainian school: management tasks,10.31392/npu-nc.series5.2021.79.2.40,OpenAlex,metadata,-1,-1,False,-1,0.9923195293208458,,,,,,1.0
doi:10.29394/scientific.issn.2542-2987.2025.10.e6.1.23-44,doi:10.29394/scientific.issn.2542-2987.2025.10.e6.1.23-44,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.01079365505974271,33,0.010525970897203266,0.0002676841625394444,True,True,2025,es,El rol de la Gestión Educativa en la Atención a los Estudiantes con Escolaridad Inconclusa,10.29394/scientific.issn.2542-2987.2025.10.e6.1.23-44,OpenAlex,metadata,-1,-1,False,-1,0.9892063449402573,,,,,,1.0
record:c841fd0d09fbfb9abbac9e38,record:c841fd0d09fbfb9abbac9e38,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.04945812941437332,27,0.04918330267487019,0.00027482673950312425,True,True,2022,es,Criterios de directores de escuelas primarias del municipio Venezuela sobre la creatividad en su gestión escolar,,OpenAlex,metadata,-1,-1,False,-1,0.9505418705856267,,,,,,0.3
doi:10.30828/real/2020.2.4,doi:10.30828/real/2020.2.4,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.017475498587570946,36,0.017183064765327508,0.0002924338222434382,True,True,2020,en,Principal Turnover: When is it a Problem and for Whom? Mapping Out Variations Within the Swedish Case,10.30828/real/2020.2.4,OpenAlex,metadata,-1,-1,False,-1,0.9825245014124291,,,,,,1.0
doi:10.6007/ijarbss/v12-i9/14803,doi:10.6007/ijarbss/v12-i9/14803,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.017191281019095627,28,0.016897585638398074,0.0002936953806975534,True,True,2022,en,Practices of Accountability and Transparency in Financial Management among Secondary School Principals,10.6007/ijarbss/v12-i9/14803,OpenAlex,metadata,-1,-1,False,-1,0.9828087189809044,,,,,,1.0
doi:10.18764/2358-4319.v13n1p163-182,doi:10.18764/2358-4319.v13n1p163-182,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.015609581692658643,41,0.015294781478280459,0.0003148002143781841,True,True,2020,pt,Gestão escolar humanizadora: possibilidades na promoção da educação em direitos humanos,10.18764/2358-4319.v13n1p163-182,OpenAlex,metadata,-1,-1,False,-1,0.9843904183073413,,,,,,1.0
doi:10.5281/zenodo.18164846,doi:10.5281/zenodo.18164846,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.013503841335476417,33,0.013184066708661516,0.00031977462681490043,True,True,2024,es,Reflexiones crıticas sobre procesos pedagógicos. Una sistematización de experiencias sobre transformación educativa,10.5281/zenodo.18164846,OpenAlex,metadata,-1,-1,False,-1,0.9864961586645236,,,,,,1.0
record:78fd5bbf1638fa9d22237483,record:78fd5bbf1638fa9d22237483,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.049784766279214555,35,0.04943032185316458,0.00035444442604997545,True,True,2025,en,La calidad del desempeño de los comités de gestión escolar y su influencia en el cumplimiento de los compromisos de gestión escolar de las instituciones educativas públicas urbanas secundarias de la Ugel Maynas 2023,,OpenAlex,metadata,-1,-1,False,-1,0.9502152337207854,,,,,,1.0
doi:10.38140/pie.v42i2.7801,doi:10.38140/pie.v42i2.7801,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.007959163118565333,39,0.007577619937009585,0.0003815431815557477,True,True,2024,en,The school management team’s role of defining the school vision and mission at a South African rural school,10.38140/pie.v42i2.7801,OpenAlex,metadata,-1,-1,False,-1,0.9920408368814346,,,,,,1.0
doi:10.1108/jpcc-06-2024-0098,doi:10.1108/jpcc-06-2024-0098,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0075200954081709485,28,0.0071146162309161706,0.00040547917725477795,True,True,2024,en,Educational leadership during a time of war in Ukraine,10.1108/jpcc-06-2024-0098,OpenAlex,metadata,-1,-1,False,-1,0.992479904591829,,,,,,1.0
doi:10.47119/ijrp1001681320257643,doi:10.47119/ijrp1001681320257643,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.020035183277332058,15,0.019619139728260508,0.00041604354907155,True,True,2025,en,School Management Practices in Addressing Issues and Challenges of Teachers-In-Charge: A Management Primer,10.47119/ijrp1001681320257643,OpenAlex,metadata,-1,-1,False,-1,0.979964816722668,,,,,,1.0
doi:10.65050/rfn.v6n1a9,doi:10.65050/rfn.v6n1a9,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.07602180095769968,30,0.07560399255923901,0.00041780839846067286,True,True,2026,es,Incidencia del liderazgo pedagógico directivo en el desempeño académico en escuelas públicas ecuatorianas.,10.65050/rfn.v6n1a9,OpenAlex,metadata,-1,-1,False,-1,0.9239781990423003,,,,,,0.8
doi:10.1123/jtpe.2019-0158,doi:10.1123/jtpe.2019-0158,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.00769464507459109,38,0.007273179211155908,0.00042146586343518207,True,True,2020,en,Barriers to Implementation of Physical Activity in Danish Public Schools,10.1123/jtpe.2019-0158,OpenAlex,metadata,-1,-1,False,-1,0.9923053549254089,,,,,,0.7
doi:10.5281/zenodo.19597322,doi:10.5281/zenodo.19597322,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.026000694774158877,41,0.025567555237658735,0.000433139536500142,True,True,2021,es,La formación y la práctica docente en México Dilemas del siglo XXI,10.5281/zenodo.19597322,OpenAlex,metadata,-1,-1,False,-1,0.9739993052258411,,,,,,1.0
doi:10.59899/ges-cono-77-c19,doi:10.59899/ges-cono-77-c19,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.014967859816123473,33,0.014533475867278118,0.0004343839488453547,True,True,2025,es,Capítulo 19: Los compromisos de la dirección escolar en el ámbito educativo en una institución peruana,10.59899/ges-cono-77-c19,OpenAlex,metadata,-1,-1,False,-1,0.9850321401838765,,,,,,1.0
record:fcd281b1441eb0546eba4a34,record:fcd281b1441eb0546eba4a34,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.07953155145204649,34,0.07909481910166725,0.00043673235037923475,True,True,2025,es,Modelo de excelencia para mejorar la gestión escolar en el nivel secundaria de una institución educativa pública en Huaral- Lima,,OpenAlex,metadata,-1,-1,False,-1,0.9204684485479535,,,,,,0.6
doi:10.18844/ijlt.v13i3.5971,doi:10.18844/ijlt.v13i3.5971,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.04240369710061132,15,0.04193945314540852,0.00046424395520280187,True,True,2021,en,The views of English teachers’ towards school management and school managers*,10.18844/ijlt.v13i3.5971,OpenAlex,metadata,-1,-1,False,-1,0.9575963028993887,,,,,,1.0
doi:10.1080/00220388.2023.2273800,doi:10.1080/00220388.2023.2273800,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.014518987132668889,0,0.014050196616560616,0.0004687905161082726,True,True,2023,en,Decentralisation in School Management and Student Achievement: Evidence from India,10.1080/00220388.2023.2273800,OpenAlex,metadata,-1,-1,False,-1,0.9854810128673311,,,,,,1.0
doi:10.1177/21582440211000053,doi:10.1177/21582440211000053,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.007721581998281086,38,0.007251189689298434,0.000470392308982652,True,True,2021,en,"A Qualitative Exploration of Implementation, Adaptation, and Sustainability of a School-Based Physical Activity Intervention: Move for Well-Being in School",10.1177/21582440211000053,OpenAlex,metadata,-1,-1,False,-1,0.9922784180017189,,,,,,0.7
doi:10.21831/pep.v28i2.78274,doi:10.21831/pep.v28i2.78274,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.014816442586777155,28,0.014332140793552411,0.00048430179322474405,True,True,2024,en,School management autonomy in Cambodia: A case study at new generation schools (NGS),10.21831/pep.v28i2.78274,OpenAlex,metadata,-1,-1,False,-1,0.9851835574132228,,,,,,1.0
doi:10.5220/0010922400003364,doi:10.5220/0010922400003364,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.004064052983619825,19,0.003578170138689858,0.0004858828449299667,True,True,2020,en,Social Media as a Strategic Tool in School Management: Experience of Ukraine and USA,10.5220/0010922400003364,OpenAlex,metadata,-1,-1,False,-1,0.9959359470163802,,,,,,0.7
doi:10.5220/0012744200003693,doi:10.5220/0012744200003693,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.004078545720632147,19,0.0035910486114093727,0.0004874971092227744,True,True,2024,en,Views of Administrators on the Use of Social Media Networks and Tools in School Management Processes,10.5220/0012744200003693,OpenAlex,metadata,-1,-1,False,-1,0.9959214542793678,,,,,,0.7
record:2a6ff4afd7681eecab12bd52,record:2a6ff4afd7681eecab12bd52,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.004070969666653671,19,0.0035833347939944245,0.00048763487265924676,True,True,2021,en,SCHOOL PRINCIPALS' VIEWS REGARDING THE USE OF SOCIAL MEDIA IN SCHOOL MANAGEMENT: A PHENOMENOLOGICAL RESEARCH,,OpenAlex,metadata,-1,-1,False,-1,0.9959290303333463,,,,,,0.7
doi:10.55056/cte.684,doi:10.55056/cte.684,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.004068808532243306,19,0.0035809859054217875,0.00048782262682151847,True,True,2024,en,Comparing social media use in school management: experiences from Ukraine and the United States,10.55056/cte.684,OpenAlex,metadata,-1,-1,False,-1,0.9959311914677567,,,,,,0.7
doi:10.31812/educdim.v55i0.3952,doi:10.31812/educdim.v55i0.3952,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.004070693029333593,19,0.003582503490862138,0.0004881895384714549,True,True,2020,en,Using of Social Media in School Management: Experience of Ukraine and United States of America,10.31812/educdim.v55i0.3952,OpenAlex,metadata,-1,-1,False,-1,0.9959293069706664,,,,,,0.7
doi:10.1016/j.dib.2021.107654,doi:10.1016/j.dib.2021.107654,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0041176280001781525,19,0.00361752140540349,0.0005001065947746624,True,True,2021,en,Dataset on factors affecting social media use among school principals for educational leaderships,10.1016/j.dib.2021.107654,OpenAlex,metadata,-1,-1,False,-1,0.9958823719998219,,,,,,0.7
doi:10.37811/cl_rcm.v9i4.20241,doi:10.37811/cl_rcm.v9i4.20241,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.013747082627574193,30,0.01324074876395001,0.0005063338636241838,True,True,2025,es,Vinculación entre la Normativa Administrativa y la Efectividad de la Gestión Educativa en Docentes de Institutos Pedagógicos de Apurímac – Perú,10.37811/cl_rcm.v9i4.20241,OpenAlex,metadata,-1,-1,False,-1,0.9862529173724258,,,,,,1.0
record:a4579e02ab676f98dcf9e867,record:a4579e02ab676f98dcf9e867,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.017185278341188097,40,0.016651499435605756,0.0005337789055823404,True,True,2023,es,"Gestión directiva y clima organizacional en docentes de las instituciones educativas de la UGEL 04 - Comas, 2022",,OpenAlex,metadata,-1,-1,False,-1,0.9828147216588119,,,,,,1.0
doi:10.48169/ecuatesis/0102202012,doi:10.48169/ecuatesis/0102202012,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.01224931489460436,2,0.011701986925628278,0.0005473279689760819,True,True,2020,en,Gestión educativa y práctica docente: reflexiones sobre la dimensión investigativa.,10.48169/ecuatesis/0102202012,OpenAlex,metadata,-1,-1,False,-1,0.9877506851053957,,,,,,1.0
doi:10.33996/revistahorizontes.v9i39.1085,doi:10.33996/revistahorizontes.v9i39.1085,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.022014134883437488,2,0.02145515135106447,0.0005589835323730162,True,True,2025,es,La gestión educativa en el desarrollo de la innovación docente en las escuelas de Perú,10.33996/revistahorizontes.v9i39.1085,OpenAlex,metadata,-1,-1,False,-1,0.9779858651165625,,,,,,0.3
doi:10.55867/libroqual23.01,doi:10.55867/libroqual23.01,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.019220318085146258,36,0.01865948599700709,0.0005608320881391668,True,True,2023,es,La gestión educativa en la educación escolarizada. Reflexiones teóricas para la práctica,10.55867/libroqual23.01,OpenAlex,metadata,-1,-1,False,-1,0.9807796819148538,,,,,,0.8
record:ea44aca3f9b2b2da294456a4,record:ea44aca3f9b2b2da294456a4,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.016806186054828372,33,0.016244809749980636,0.0005613763048477362,True,True,2020,es,Concepción pedagógica para el desarrollo de la competencia comunicativa desde la gestión escolar en Educación General Básica de la Unidad Educativa Abelardo Tamariz Crespo,,OpenAlex,metadata,-1,-1,False,-1,0.9831938139451716,,,,,,1.0
doi:10.70577/80ap4f88,doi:10.70577/80ap4f88,BERTopic-METADATA-MULTILINGUAL,metadata,7,0.10250203242475053,32,0.10193334134525531,0.000568691079495226,False,True,2025,es,Pensamiento Crítico y Participación Estudiantil Frente a Contextos de Opresión y Conflicto en Instituciones de Educación Básica en Ecuador.,10.70577/80ap4f88,OpenAlex,metadata,7,7,False,7,0.8974979675752495,,,,-0.135278,0.42398,0.5
doi:10.61286/e-rms.v2i.38,doi:10.61286/e-rms.v2i.38,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.01378155578006234,38,0.01320018768688921,0.0005813680931731294,True,True,2024,es,Integración Familiar en la Educación Inicial: Fortaleciendo la Inclusión Escolar,10.61286/e-rms.v2i.38,OpenAlex,metadata,-1,-1,False,-1,0.9862184442199377,,,,,,1.0
doi:10.22347/2175-2753v17i56.5048,doi:10.22347/2175-2753v17i56.5048,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.009661838960159224,35,0.009066252220853045,0.0005955867393061792,True,True,2025,es,Más allá del aula: funciones y prácticas de gestión directiva en escuelas rurales de secundaria,10.22347/2175-2753v17i56.5048,OpenAlex,metadata,-1,-1,False,-1,0.9903381610398407,,,,,,1.0
doi:10.69516/enjfpw30,doi:10.69516/enjfpw30,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.011303065876082746,35,0.010698430851240818,0.0006046350248419281,True,True,2024,es,Influencia de la gestión administrativa en el desempeño de los docentes,10.69516/enjfpw30,OpenAlex,metadata,-1,-1,False,-1,0.9886969341239172,,,,,,1.0
doi:10.33996/repe.v1i1.16,doi:10.33996/repe.v1i1.16,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.01069003184810785,35,0.010071910022013122,0.0006181218260947283,True,True,2020,es,Procesos administrativos en la gestión escolar del director de las instituciones educativas,10.33996/repe.v1i1.16,OpenAlex,metadata,-1,-1,False,-1,0.9893099681518922,,,,,,1.0
doi:10.47553/rifop.v98i37.3.93879,doi:10.47553/rifop.v98i37.3.93879,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0710611752396501,0,0.07044044668535737,0.0006207285542927238,True,True,2023,es,El profesorado en la dirección escolar: la construcción de la identidad profesional y su impacto en la organización,10.47553/rifop.v98i37.3.93879,OpenAlex,metadata,-1,-1,False,-1,0.92893882476035,,,,,,1.0
doi:10.5027/psicoperspectivas-vol24-issue1-fulltext-3305,doi:10.5027/psicoperspectivas-vol24-issue1-fulltext-3305,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.014389263948670468,37,0.013765106832147449,0.0006241571165230188,True,True,2025,es,¿Qué debería hacer el Encargado de Convivencia Escolar?,10.5027/psicoperspectivas-vol24-issue1-fulltext-3305,OpenAlex,metadata,-1,-1,False,-1,0.9856107360513295,,,,,,1.0
record:c6c6adfa714a4dc6e9fb504f,record:c6c6adfa714a4dc6e9fb504f,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.1131750896991727,35,0.11254191520977107,0.0006331744894016306,True,True,2021,es,Gestão escolar: construção de estratégias para minimizar o adoecimento ocupacional dos professores,,OpenAlex,metadata,-1,-1,False,-1,0.8868249103008273,,,,,,1.0
doi:10.56712/latam.v4i1.227,doi:10.56712/latam.v4i1.227,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.012757466799623909,8,0.012097456130138934,0.0006600106694849752,True,True,2023,es,Procesos de privatización en la educación,10.56712/latam.v4i1.227,OpenAlex,metadata,-1,-1,False,-1,0.9872425332003761,,,,,,0.9
doi:10.65050/rfn.v6n1a3,doi:10.65050/rfn.v6n1a3,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.010788002070421854,35,0.010113242914005756,0.0006747591564160976,True,True,2026,es,Análisis de las tareas administrativas de la gestión educativa de los gestores educativos,10.65050/rfn.v6n1a3,OpenAlex,metadata,-1,-1,False,-1,0.9892119979295781,,,,,,1.0
doi:10.1371/journal.pone.0287505,doi:10.1371/journal.pone.0287505,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.007652798093783203,38,0.0069688662756841255,0.0006839318180990777,True,True,2023,en,"School-based physical education, physical activity and sports provision: A concept mapping framework for evaluation",10.1371/journal.pone.0287505,OpenAlex,metadata,-1,-1,False,-1,0.9923472019062168,,,,,,0.6
doi:10.53387/sa.v3i7.60,doi:10.53387/sa.v3i7.60,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.026920819415220214,2,0.026226912670788225,0.0006939067444319894,True,True,2020,es,La escuela como movimiento social,10.53387/sa.v3i7.60,OpenAlex,metadata,-1,-1,False,-1,0.9730791805847798,,,,,,0.8
record:2b6cf8c5c1ec5c2ab39e6e8b,record:2b6cf8c5c1ec5c2ab39e6e8b,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.015513025233891115,37,0.01479188137243413,0.0007211438614569844,True,True,2024,es,A política de educação escolar como programa de ressocialização: um olhar sobre o anexo feminino do Presídio Regional de Bagé/RS,,OpenAlex,metadata,-1,-1,False,-1,0.9844869747661089,,,,,,1.0
record:d0253eaa67df74323fdf4d61,record:d0253eaa67df74323fdf4d61,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.017709728131342434,2,0.01690333230663245,0.0008063958247099857,True,True,2020,pt,Desafíos de la gestión escolar en la construcción de la educación integral,,OpenAlex,metadata,-1,-1,False,-1,0.9822902718686576,,,,,,1.0
record:1d935569f4d5b34a4659f75d,record:1d935569f4d5b34a4659f75d,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.01243977012354894,30,0.011630560919285776,0.0008092092042631636,True,True,2025,es,"Taller de liderazgo transformacional y su influencia en la gestión escolar en las instituciones educativas de Casma, 2024",,OpenAlex,metadata,-1,-1,False,-1,0.9875602298764511,,,,,,1.0
doi:10.61368/r.s.d.h.v6i4.864,doi:10.61368/r.s.d.h.v6i4.864,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.011313732801716566,35,0.010502046832296899,0.0008116859694196673,True,True,2025,es,Evaluación del Desempeño Directivo y su Impacto en la Calidad Educativa,10.61368/r.s.d.h.v6i4.864,OpenAlex,metadata,-1,-1,False,-1,0.9886862671982835,,,,,,1.0
